owner,repo,stars,forks,watchers,deleted,private,archived,disabled
filiph,english_words,196,61,6,False,False,False,False
filipjirsak-czechitas,j1-lekce06,0,61,0,False,False,False,False
fingerprintjs,fingerprint-android,425,61,13,False,False,False,False
fingerprintjs,fingerprintjs-android,425,61,13,False,False,False,False
finn-no,unleash-client-java,98,61,27,False,False,False,False
finnwoelm,next-on-netlify,722,61,21,False,False,True,False
fireball-x,tutorial,122,61,18,False,False,False,False
firefeathers06,basic-c-programming,12,61,0,False,False,False,False
firstandthird,load-grunt-config,378,61,12,False,False,False,False
firstbitmarksistskaya,onec-docker,159,61,23,False,False,False,False
firstbitsemenovskaya,onec-docker,159,61,23,False,False,False,False
fish520,baidu-ocr,3,61,1,False,False,False,False
fisherman,fin,1649,61,16,False,False,False,False
fishery,fin,1649,61,16,False,False,False,False
fishworks,fish,812,61,9,False,False,True,False
fishworks,gofish,812,61,9,False,False,True,False
fit-coder,fitcoderyoutube,84,61,3,False,False,False,False
fj917,fjedittextcount,299,61,6,False,False,False,False
fjp,2wd-robot,185,61,11,False,False,False,False
fjp,diffbot,185,61,11,False,False,False,False
flatiron-school,ds-z_tests-nbz32,0,61,11,False,False,False,False
flatlogic,one-react-template,139,61,13,False,False,False,False
flaviotoscano,nightscoutmaster,1,61,0,False,False,False,False
flegmatik,linux-rootfs-resize,86,61,13,False,False,False,False
flexirest,flexirest,273,61,9,False,False,False,False
flexmonkey,metalparticles,495,61,20,False,False,False,False
flexmonkey,particlelab,495,61,20,False,False,False,False
flightaware,piaware,432,61,88,False,False,False,False
flindby,spring-oauth2-zuul,110,61,15,False,False,False,False
flipkart-incubator,android-inline-youtube-view,327,61,23,False,False,False,False
flipkart-incubator,inline-youtube-view,327,61,23,False,False,False,False
flipwebapps,gameframework,239,61,25,False,False,False,False
floooh,chips,802,61,30,False,False,False,False
florianutz,ubuntu2004_cis,105,61,6,False,False,False,False
flowpack,flowpack.elasticsearch.contentrepositoryadaptor,43,61,15,False,False,False,False
fltenwall,web3-awesome,429,61,9,False,False,False,False
fluentdesk,fluent-themes,192,61,11,False,False,False,False
fluentdesk,fresh-themes,192,61,11,False,False,False,False
fluentdesk,watermark,192,61,11,False,False,False,False
fluttercandies,ncov_2019,259,61,13,False,False,True,False
fly-im,fly-im,255,61,4,False,False,False,False
fly51fly,aicoco,449,61,46,False,False,False,False
flyhigherpi,merlinclash,131,61,5,False,False,False,False
flyhigherpi,merlinclash_clash_binary,131,61,5,False,False,False,False
flyhigherpi,merlinclash_clash_related,131,61,5,False,False,False,False
flyywh,video-super-resolution,376,61,31,False,False,False,False
fmbiete,z-push-contrib,136,61,28,False,False,False,False
fmontaigne,react-js,1,61,1,False,False,False,False
fmtjava,jetpack_github,371,61,4,False,False,False,False
fmtjava,opengithub,371,61,4,False,False,False,False
focus-creative-games,luban_examples,197,61,7,False,False,False,False
fokkezb,nl.fokkezb.pulltorefresh,186,61,29,False,False,True,False
fonini,ckeditor-youtube-plugin,51,61,7,False,False,False,False
forbeslindesay,browserify-middleware,381,61,6,False,False,False,False
forbeslindesay,connect-roles,733,61,18,False,False,False,False
forcedotcom,analytics-cloud-dataset-utils,129,61,43,False,False,False,False
ford,avdata,277,61,19,False,False,False,False
formerlychuck,audacity,877,61,28,False,False,False,False
formerlychuck,sneedacity,877,61,28,False,False,False,False
fortinetsolutions,az-templates,54,61,25,False,False,False,False
fortinetsolutions,azure-templates,54,61,25,False,False,False,False
fosscord,fosscord-client,325,61,16,False,False,False,False
fosscord,fosscord-client-native,325,61,16,False,False,False,False
