owner,repo,stars,forks,watchers,deleted,private,archived,disabled
iammapping,wedding,3002,776,79,False,False,False,False
java-aid,hackerrank-solutions,1507,776,117,False,False,False,False
kedro-org,kedro,8389,776,105,False,False,False,False
kodekloudhub,learning-app-ecommerce,211,776,11,False,False,False,False
mercyblitz,thinking-in-spring-boot,1875,776,109,False,False,False,False
mglaman,contribkanban.com,58,776,9,False,False,False,False
microsoft,azure-pipelines-agent,1549,776,133,False,False,False,False
quantumblacklabs,kedro,8390,776,105,False,False,False,False
rinormaloku,k8s-mastery,863,776,36,False,False,False,False
scummvm,scummvm,2015,776,136,False,False,False,False
swoft-cloud,swoft,5553,776,232,False,False,False,False
xcodeghostsource,xcodeghost,1909,776,133,False,False,False,False
649453932,bert-chinese-text-classification-pytorch,3092,775,20,False,False,False,False
ahmed-ali,jsonexport,4747,775,133,False,False,False,False
asterisk,asterisk,1492,775,137,False,False,False,False
buriburisuri,speech-to-text-wavenet,3780,775,199,False,False,False,False
cami-la,desafio-poo-dio,614,775,2,False,False,False,False
chiru-labs,erc721a,2329,775,48,False,False,False,False
datawhalechina,team-learning-data-mining,1345,775,28,False,False,False,False
daviddarnes,alembic,688,775,13,False,False,False,False
fleetman-ci-cd-demo,jenkins,5,775,3,False,False,False,False
fuckcqcs,fuckcqcs,4385,775,208,False,False,False,False
google,trax,7552,775,144,False,False,False,False
googlecloudplatform,dataflowtemplates,980,775,71,False,False,False,False
kotlin-polytech,kotlinasfirst-coursera,23,775,8,False,False,False,False
learn-co-curriculum,cartoon-collections,5,775,16,False,False,False,False
macite,quicksnap,5,775,3,False,False,False,False
microweber,microweber,2699,775,147,False,False,False,False
nashory,gans-awesome-applications,4598,775,204,False,False,False,False
officedev,trainingcontent,867,775,183,False,False,False,False
plantuml,plantuml,8174,775,148,False,False,False,False
rochal,jquery-slimscroll,2239,775,114,False,False,False,False
timjacobi,angular-education,5408,775,464,False,False,False,False
workiva,go-datastructures,7027,775,324,False,False,False,False
apache,incubator-servicecomb-java-chassis,1853,774,136,False,False,False,False
apacheinfra,servicecomb-java-chassis,1853,774,136,False,False,False,False
apcslowell,fractaltree,6,774,2,False,False,False,False
begeekmyfriend,leetcode,2898,774,113,False,False,False,False
boyan01,flutter-netease-music,3284,774,69,False,False,False,False
decaywood,xueqiusuperspider,1990,774,161,False,False,False,False
eclipse,paho.mqtt.android,2663,774,122,False,False,False,False
joanzapata,android-pdfview,2818,774,162,False,False,False,False
kowainik,learn4haskell,900,774,24,False,False,False,False
learn-co-students,js-tictactoe-rails-api-v-000,0,774,13,False,False,False,False
lowellsampleclass,fractaltree,6,774,2,False,False,False,False
