owner,repo,stars,forks,watchers,deleted,private,archived,disabled
nimrodda,wizardroid,170,68,17,False,False,True,False
ninenines,bullet,301,68,30,False,False,True,False
nisaacson,pdf-extract,363,68,15,False,False,False,False
nitinsurana,struts2-examples,43,68,12,False,False,False,False
nitrogen-project,android_frameworks_base,28,68,16,False,False,False,False
niuers,learn-from-data-a-short-course,148,68,4,False,False,False,False
niuers,learning-from-data-a-short-course,148,68,4,False,False,False,False
nju-websoft,openea,422,68,13,False,False,False,False
nlmartian,silkcal,384,68,12,False,False,False,False
nmatei,cucumber-testy-tutorial,1,68,6,False,False,False,False
nmit-sdv701-2016,classtutorial1,1,68,6,False,False,False,False
nmit-sdv701,classtutorial1,1,68,6,False,False,False,False
nnsvs,nnsvs,582,68,38,False,False,False,False
noaheli,lab11,0,68,2,False,False,False,False
nobinator,unity-ui-rounded-corners,818,68,19,False,False,False,False
nocodenowife,llrisetabbar-android,187,68,9,False,False,False,False
nodejs,community-committee,263,68,77,False,False,True,False
nodeshift,docker,110,68,16,False,False,False,False
nodiscc,awesome-linuxaudio,1117,68,80,False,False,False,False
nodlik,stpageflip,371,68,7,False,False,False,False
nodonisko,ionic-cache,259,68,16,False,False,False,False
noendtolf,-china-map-for-android-,1235,68,6,False,False,False,False
noir-clojure,noir,745,68,19,False,False,False,False
noir-lang,noir,561,68,19,False,False,False,False
nolze,ms-offcrypto-tool,419,68,23,False,False,False,False
nolze,msoffcrypto-tool,419,68,23,False,False,False,False
nomadcoders,nomadgram,151,68,10,False,False,False,False
nomadsonrails,guia-do-trabalho-remoto,698,68,61,False,False,False,False
nomic-ai,gpt4all-llama-ts,374,68,9,False,False,False,False
nomic-ai,gpt4all-ts,374,68,9,False,False,False,False
nop-tech,osed,313,68,12,False,False,False,False
nordsoftware,react-foundation,602,68,29,False,False,True,False
norse,norse,514,68,16,False,False,False,False
notsosecure,blacklist3r,343,68,17,False,False,False,False
nsdictionary,corestatus,219,68,9,False,False,False,False
nthack,iptv,325,68,12,False,False,False,False
nthack,iptvlink,325,68,12,False,False,False,False
nthack,iptvm3u,325,68,12,False,False,False,False
nto,airview,456,68,37,False,False,True,False
nubick,unity-utils,232,68,20,False,False,False,False
nucliweb,people-you-should-follow-in-codepen,657,68,46,False,False,False,False
nucliweb,people-you-should-follow-on-codepen,657,68,46,False,False,False,False
nuxt-contrib,ohmyfetch,2137,68,12,False,False,False,False
nv-tlabs,steal,473,68,17,False,False,False,False
