owner,repo,stars,forks,watchers,deleted,private,archived,disabled
leiyu1980,caffe-darknet-convert,3,256,2,False,False,False,False
libpd,libpd,1017,256,99,False,False,False,False
linhntt011199,itss_std_react_todo_k62,0,256,0,False,False,False,False
lucyoa,kernel-exploits,945,256,43,False,False,False,False
lyhmyd1211,geomapdata_cn,360,256,8,False,False,False,False
lynndylanhurley,redux-auth,2140,256,47,False,False,False,False
manuzhang,awesome-streaming,2298,256,137,False,False,False,False
mate-academy,jv-multithreading-thread-pool,0,256,7,False,False,False,False
mate-academy,react_phone-catalog,4,256,12,False,False,False,False
mediadrop,mediadrop,849,256,84,False,False,False,False
menwengit,redis_source_annotation,509,256,37,False,False,False,False
menwenjun,redis_source_annotation,509,256,37,False,False,False,False
merwan,ml-class,312,256,34,False,False,False,False
microsoft,applicationinsights-dotnet,521,256,125,False,False,False,False
microsoft,botbuilder-tools,435,256,68,False,False,False,False
mikewasson,localaccountsapp,311,256,39,False,False,True,False
mitsuba-renderer,mitsuba2,1990,256,61,False,False,False,False
mjohnsullivan,flutter-by-example,1041,256,49,False,False,False,False
mlynch,nextjs-tailwind-capacitor,1255,256,26,False,False,False,False
mmp,pbrt-v4,2064,256,64,False,False,False,False
modelscope,modelscope,2406,256,33,False,False,False,False
morris821028,uva,505,256,38,False,False,False,False
mschwarzmueller,angular-2-beta-boilerplate,288,256,62,False,False,False,False
mttkay,ignition,1285,256,123,False,False,False,False
mutouyun,cpp-ipc,1183,256,51,False,False,False,False
nasa,astrobee,803,256,57,False,False,False,False
noflo,noflo,3382,256,137,False,False,False,False
nohaapav,swarmpit,2650,256,64,False,False,False,False
nvlabs,segformer,1642,256,28,False,False,False,False
oceanprotocol,market,171,256,26,False,False,False,False
opentsdb,asynchbase,604,256,75,False,False,False,False
openxc,uds-c,526,256,95,False,False,False,False
orf,gping,7460,256,75,False,False,False,False
paddlepaddle,paddle-lite-demo,551,256,85,False,False,False,False
parallella,oh,945,256,95,False,False,False,False
petervmeijgaard,vue-2-boilerplate,874,256,40,False,False,False,False
petervmeijgaard,vue-2.0-boilerplate,874,256,40,False,False,False,False
phppgadmin,phppgadmin,697,256,48,False,False,False,False
py3-coder,hacktober_repo_22,107,256,1,False,False,False,False
pytroll,satpy,924,256,31,False,False,False,False
qgis,qgis-website,113,256,35,False,False,False,False
questie,questie,958,256,42,False,False,False,False
ramotion,garland-view-android,1842,256,60,False,False,False,False
render-examples,php-laravel-docker,40,256,4,False,False,False,False
rockjava,intellij-mybatis-plugin,205,256,12,False,False,False,False
ros,geometry,161,256,25,False,False,False,False
ruby0x1,realtime-multiplayer-in-html5,893,256,63,False,False,False,False
s3cur3th1ssh1t,powersharppack,1136,256,28,False,False,False,False
samayshamdasani,enlight,511,256,39,False,False,False,False
savvyapps,savuegram,451,256,29,False,False,False,False
sbraconnier,jodconverter,1161,256,52,False,False,False,False
scitools,iris,543,256,45,False,False,False,False
shgopher,gofamily,1698,256,44,False,False,False,False
simcoderyoutube,instagramclone,604,256,10,False,False,False,False
sorry-cypress,sorry-cypress,2402,256,40,False,False,False,False
springframeworkguru,mssc-jackson-examples,8,256,2,False,False,False,False
stellar-deprecated,docs,196,256,58,False,False,True,False
stellar,docs,196,256,58,False,False,True,False
structurizr,dsl,1122,256,20,False,False,False,False
stumpwm,stumpwm,1797,256,115,False,False,False,False
suppen,tedicross,565,256,30,False,False,False,False
swarmpit,swarmpit,2650,256,64,False,False,False,False
tdameritrade,stumpy,2683,256,54,False,False,False,False
tedicross,tedicross,566,256,30,False,False,False,False
thomasdondorf,puppeteer-cluster,2814,256,39,False,False,False,False
tildeio,rsvp.js,3627,256,103,False,False,False,False
tinkerpop,blueprints,1357,256,125,False,False,False,False
trgwii,tedicross,566,256,30,False,False,False,False
triaquae,py3_training,132,256,23,False,False,False,False
tryenlight,tryenlight.github.io,511,256,39,False,False,False,False
