owner,repo,stars,forks,watchers,deleted,private,archived,disabled
faizanoic,javascript,-1,-1,-1,True,False,False,False
faizansultan0,git-demo,-1,-1,-1,True,False,False,False
faizantariq98,panaverse-website,-1,-1,-1,True,False,False,False
faizantariq98,react-js-basic-chart-app,-1,-1,-1,True,False,False,False
faizanvahevaria,fbaprofitacademy,-1,-1,-1,True,False,False,False
faizanyousuf,burger,-1,-1,-1,True,False,False,False
faizaqazi21,capstone,-1,-1,-1,True,False,False,False
faizath,mkv.js,-1,-1,-1,True,False,False,False
faizee-asad,my_termux,-1,-1,-1,True,False,False,False
faizfz,test,-1,-1,-1,True,False,False,False
faizi040,my-code,-1,-1,-1,True,False,False,False
faizievavenera,zoo,-1,-1,-1,True,False,False,False
faizincwds,sim-pmb-21,-1,-1,-1,True,False,False,False
faizitguy,flipkart-clone,-1,-1,-1,True,False,False,False
faizla,tribehired_test,-1,-1,-1,True,False,False,False
faizman31,nlp_regex,-1,-1,-1,True,False,False,False
faizmeghjee,gitexcercise,-1,-1,-1,True,False,False,False
faiznurullah,si_rajin,-1,-1,-1,True,False,False,False
faizramadhan0202,youtube_analysis,-1,-1,-1,True,False,False,False
faizullah9181,ecommerce--react-django-,-1,-1,-1,True,False,False,False
faizullahfirozi,breshna,-1,-1,-1,True,False,False,False
faizullahshah,portfoilio,-1,-1,-1,True,False,False,False
faizullahshah,resume,-1,-1,-1,True,False,False,False
faizur1113,repo1,-1,-1,-1,True,False,False,False
faizxmohammad,baatcheet,-1,-1,-1,True,False,False,False
faizzakharia,faizzakharia,-1,-1,-1,True,False,False,False
fajar191004,bio,-1,-1,-1,True,False,False,False
fajar191004,biome,-1,-1,-1,True,False,False,False
fajar3109,local_manifest,-1,-1,-1,True,False,False,False
fajar70,card-with-flexbox,-1,-1,-1,True,False,False,False
fajaralg,system-login,-1,-1,-1,True,False,False,False
fajaramadhans30,chuhcknorrisjokes,-1,-1,-1,True,False,False,False
fajardwiutomo,portofolio-client-vue,-1,-1,-1,True,False,False,False
fajariow,fajariow,-1,-1,-1,True,False,False,False
fajarkrisnajaya,testrepo,-1,-1,-1,True,False,False,False
fajarmarseto,dompetku,-1,-1,-1,True,False,False,False
fajarmaul,agriinformatics-example,-1,-1,-1,True,False,False,False
fajarph,challengechapter9,-1,-1,-1,True,False,False,False
fajarramadhan27,cashier,-1,-1,-1,True,False,False,False
fajartpx,movies-streaming,-1,-1,-1,True,False,False,False
fajey1,hitechhand,-1,-1,-1,True,False,False,False
fajhrinazgul,machine-learning,-1,-1,-1,True,False,False,False
fajlul,sleep-apnea-detection,-1,-1,-1,True,False,False,False
fajrikornel,notes-app-back-end,-1,-1,-1,True,False,False,False
fakade2,relx-softengineer3-javal2,-1,-1,-1,True,False,False,False
fake2k,product-page,-1,-1,-1,True,False,False,False
fake2k,survey,-1,-1,-1,True,False,False,False
fake2k,tribute-page,-1,-1,-1,True,False,False,False
fakeacat,fromanotherworld,-1,-1,-1,True,False,False,False
fakeanubhav,secret,-1,-1,-1,True,False,False,False
fakeanubhav,space,-1,-1,-1,True,False,False,False
fakeanubhav,todo-list,-1,-1,-1,True,False,False,False
fakeastronauta,small-ecommerce,-1,-1,-1,True,False,False,False
fakebigboi,site,-1,-1,-1,True,False,False,False
fakeblubba,message_formatter,-1,-1,-1,True,False,False,False
fakebri,scylla,-1,-1,-1,True,False,False,False
fakecrashh,andresmaya,-1,-1,-1,True,False,False,False
faked0315,sharuk,-1,-1,-1,True,False,False,False
fakeengine,faketracker,-1,-1,-1,True,False,False,False
fakehdhr,fakehdhr_plutotv,-1,-1,-1,True,False,False,False
fakeivchenko,httpsockr,-1,-1,-1,True,False,False,False
fakekey,nodejs,-1,-1,-1,True,False,False,False
fakelorem,etraf-muhitin-qorunmasi,-1,-1,-1,True,False,False,False
fakelrp,tester,-1,-1,-1,True,False,False,False
fakeprogrammer,vscode-node,-1,-1,-1,True,False,False,False
faker0715,webgl-10th,-1,-1,-1,True,False,False,False
fakeriz,kernel_xiaomi_surya-1,-1,-1,-1,True,False,False,False
fakerzo,project_test,-1,-1,-1,True,False,False,False
fakeshell,ota,-1,-1,-1,True,False,False,False
fakespeedtest,fakespeedtest.github.io,-1,-1,-1,True,False,False,False
faketraveler-kr,radio-youtube,-1,-1,-1,True,False,False,False
faketraveler-kr,radio-youtube.github.io,-1,-1,-1,True,False,False,False
fakevin0613,note_application-android-,-1,-1,-1,True,False,False,False
fakewook,portfolio,-1,-1,-1,True,False,False,False
fakhirgohar,c-sharp-quries,-1,-1,-1,True,False,False,False
fakhirula,dark-side-portal-game,-1,-1,-1,True,False,False,False
fakhizakaria,qt,-1,-1,-1,True,False,False,False
fakhrads,shopet-mppl,-1,-1,-1,True,False,False,False
fakhrii11,dumbways_project,-1,-1,-1,True,False,False,False
fakhrin97,second_lesson,-1,-1,-1,True,False,False,False
fakhrirofi,python_database,-1,-1,-1,True,False,False,False
fakhrurrizal,fs-day2-b41,-1,-1,-1,True,False,False,False
fakhrylinux,covidwidgetfx,-1,-1,-1,True,False,False,False
fakihap,note-assistant,-1,-1,-1,True,False,False,False
fakt309,ll,-1,-1,-1,True,False,False,False
fakuangsan,wuzhi03-myactions,-1,-1,-1,True,False,False,False
fakuventuri,ytmdownloader,-1,-1,-1,True,False,False,False
fakyring,autodrive_test,-1,-1,-1,True,False,False,False
fakyring,comp-math,-1,-1,-1,True,False,False,False
fakyring,java-labs,-1,-1,-1,True,False,False,False
fala13,dumpall,-1,-1,-1,True,False,False,False
falaez,perkypug,-1,-1,-1,True,False,False,False
falafulani,alex-haseeb-repo,-1,-1,-1,True,False,False,False
falagan,career,-1,-1,-1,True,False,False,False
falagan,library-angular-tester,-1,-1,-1,True,False,False,False
falancazat,falanca-site,-1,-1,-1,True,False,False,False
falaris01,monocle,-1,-1,-1,True,False,False,False
falarzedu,news-homepage-challenge,-1,-1,-1,True,False,False,False
falcao-g,python,-1,-1,-1,True,False,False,False
falchizao,dass_utfprxunoeste,-1,-1,-1,True,False,False,False
falcion,planktons-office,-1,-1,-1,True,False,False,False
falcitoned,dailyprogrammerchallenges,-1,-1,-1,True,False,False,False
falcoch,waru,-1,-1,-1,True,False,False,False
falcoger,dayz,-1,-1,-1,True,False,False,False
falcon-1529,arras1529,-1,-1,-1,True,False,False,False
falcon-yuan,java-practices,-1,-1,-1,True,False,False,False
falcon11,addresscontact,-1,-1,-1,True,False,False,False
falcon1870,test,-1,-1,-1,True,False,False,False
falcon319,gravitational,-1,-1,-1,True,False,False,False
falcon39,presentation-asobo,-1,-1,-1,True,False,False,False
falcon9-thailand,naiban,-1,-1,-1,True,False,False,False
falcon97,android_device_yu_tomato,-1,-1,-1,True,False,False,False
falcon97,tomato,-1,-1,-1,True,False,False,False
falcon9heavy,pylists,-1,-1,-1,True,False,False,False
falcon9heavy,pythfun,-1,-1,-1,True,False,False,False
falconchrome,kotlin_task2,-1,-1,-1,True,False,False,False
falcondesign,jekyll-traning,-1,-1,-1,True,False,False,False
falconeta,angularjsdynamictable,-1,-1,-1,True,False,False,False
falconeta,home,-1,-1,-1,True,False,False,False
falconforks2,external_androidsystemblur,-1,-1,-1,True,False,False,False
falconice,lab-3-sort,-1,-1,-1,True,False,False,False
falconlegend,mojiang,-1,-1,-1,True,False,False,False
falcons-net,likeyoutest,-1,-1,-1,True,False,False,False
