owner,repo,stars,forks,watchers,deleted,private,archived,disabled
phucle3009,mini-project-2-data-analysis-with-python-house-sales-in-king-county-usa,-1,-1,-1,True,False,False,False
phuclh,affast-docs,-1,-1,-1,True,False,False,False
phucnguyen1905,phucnt,-1,-1,-1,True,False,False,False
phucprime,useeffect_powerful,-1,-1,-1,True,False,False,False
phucsmartosc,demo,-1,-1,-1,True,False,False,False
phuctd99,sass,-1,-1,-1,True,False,False,False
phuctran444,stack-3,-1,-1,-1,True,False,False,False
phucuong13029x,exp,-1,-1,-1,True,False,False,False
phucvinh57,backup_file,-1,-1,-1,True,False,False,False
phudh7000,shop.github.io,-1,-1,-1,True,False,False,False
phudtran,astronvim_config,-1,-1,-1,True,False,False,False
phue-pwint-phway,bulletinboardscm,-1,-1,-1,True,False,False,False
phuens,job-listing,-1,-1,-1,True,False,False,False
phugh,smp_600_ramdisk,-1,-1,-1,True,False,False,False
phughesmcr,flexipool,-1,-1,-1,True,False,False,False
phuhm2092003,upgit,-1,-1,-1,True,False,False,False
phuib,library,-1,-1,-1,True,False,False,False
phulengo,allotlines,-1,-1,-1,True,False,False,False
phumoonlight,csmju-computer-club,-1,-1,-1,True,False,False,False
phun0024,my-portfolio,-1,-1,-1,True,False,False,False
phungdinhhung,group-c2se.13,-1,-1,-1,True,False,False,False
phungduyanh,demo1,-1,-1,-1,True,False,False,False
phungminhhieu1206,project_cnpm1,-1,-1,-1,True,False,False,False
phungminhton,quanaonamdep,-1,-1,-1,True,False,False,False
phungngochuyhoang,job_template_travel,-1,-1,-1,True,False,False,False
phungnhat4112000,news,-1,-1,-1,True,False,False,False
phungquangdai98,notes-app-react,-1,-1,-1,True,False,False,False
phungspse,test-package,-1,-1,-1,True,False,False,False
phungthuc,flappy_bird_game_pixi_js,-1,-1,-1,True,False,False,False
phunh,dotfiles,-1,-1,-1,True,False,False,False
phunlhce150297,lib_manager1,-1,-1,-1,True,False,False,False
phuocdn,phuocdn.github.io,-1,-1,-1,True,False,False,False
phuocduc98,my-react-native-chat-app,-1,-1,-1,True,False,False,False
phuockaito,tam-huy,-1,-1,-1,True,False,False,False
phuoclethanh,testnals,-1,-1,-1,True,False,False,False
phuocloc14,onetwothree,-1,-1,-1,True,False,False,False
phuocnguyen06,demolot356,-1,-1,-1,True,False,False,False
phuocnguyen06,demoslot247,-1,-1,-1,True,False,False,False
phuocnguyen9669,phuocnguyen_cv,-1,-1,-1,True,False,False,False
phuocok,movies-app,-1,-1,-1,True,False,False,False
phuocthanh1604,git-test,-1,-1,-1,True,False,False,False
phuong-thanh,cypress-week2,-1,-1,-1,True,False,False,False
phuong090802,phuong090802,-1,-1,-1,True,False,False,False
phuong13082000,manguonmo,-1,-1,-1,True,False,False,False
phuong161002,chessserver,-1,-1,-1,True,False,False,False
phuong2711,tta,-1,-1,-1,True,False,False,False
phuong2k,git,-1,-1,-1,True,False,False,False
phuongdateh,jenkins,-1,-1,-1,True,False,False,False
phuonghnhut,algorithm,-1,-1,-1,True,False,False,False
phuonghole,b-n-h-ng,-1,-1,-1,True,False,False,False
phuonghongnhut,my-blog,-1,-1,-1,True,False,False,False
phuonghuynh,test,-1,-1,-1,True,False,False,False
phuongnha922017,ltnc,-1,-1,-1,True,False,False,False
phuongthao0506,aaa,-1,-1,-1,True,False,False,False
phuongthao0506,wordpress1,-1,-1,-1,True,False,False,False
phuongtk,express,-1,-1,-1,True,False,False,False
phuongtk,lnpm,-1,-1,-1,True,False,False,False
phuongxinhgai8788,fit-brother,-1,-1,-1,True,False,False,False
phuphung330,cv2,-1,-1,-1,True,False,False,False
phuquido1002bk,lab1,-1,-1,-1,True,False,False,False
phurba-sherpa,workshop,-1,-1,-1,True,False,False,False
phureely,atiframe,-1,-1,-1,True,False,False,False
phuslu,fetchserver,-1,-1,-1,True,False,False,False
phutoast,learnwebsite,-1,-1,-1,True,False,False,False
phutoast,website,-1,-1,-1,True,False,False,False
phutran1210,qlnv,-1,-1,-1,True,False,False,False
phuturer,webserver,-1,-1,-1,True,False,False,False
phuuu,blur-loading,-1,-1,-1,True,False,False,False
phuvtvo,config-microservice-springcloud,-1,-1,-1,True,False,False,False
phuwanat-vg,aexros-robot,-1,-1,-1,True,False,False,False
phuwarin,blockchaintest,-1,-1,-1,True,False,False,False
phvietanh1998,wad-hw1-anhpham,-1,-1,-1,True,False,False,False
phvtquang,my_learning_sdl_file,-1,-1,-1,True,False,False,False
phw,peek-website,-1,-1,-1,True,False,False,False
phybersplice,docker-par2,-1,-1,-1,True,False,False,False
phygerr,phygerr.github.io,-1,-1,-1,True,False,False,False
phygicartindia,phygicart,-1,-1,-1,True,False,False,False
phygitaleveris,developersplex,-1,-1,-1,True,False,False,False
phyjhon,hello-world,-1,-1,-1,True,False,False,False
phyle-io,drivein,-1,-1,-1,True,False,False,False
phyll-6,mi-carousell,-1,-1,-1,True,False,False,False
phyllisjohnson,phyllisjohnson.github.io,-1,-1,-1,True,False,False,False
phylliswang2018,drn-da,-1,-1,-1,True,False,False,False
phyllocrania,winspire,-1,-1,-1,True,False,False,False
phyllostachys,url_titles,-1,-1,-1,True,False,False,False
phymn,unholy_trinity,-1,-1,-1,True,False,False,False
phynx404,easygs,-1,-1,-1,True,False,False,False
phynx404,growsurg,-1,-1,-1,True,False,False,False
phynx404,main,-1,-1,-1,True,False,False,False
phynx404,ytdownloader,-1,-1,-1,True,False,False,False
phyo-thi-ha,studentms-home,-1,-1,-1,True,False,False,False
phyoekyawthan,ucsh,-1,-1,-1,True,False,False,False
phyoewaiaung,helllo,-1,-1,-1,True,False,False,False
phyohan18,copy-this,-1,-1,-1,True,False,False,False
phyohan18,real-time-chat-website,-1,-1,-1,True,False,False,False
phyoww,myfirstgit,-1,-1,-1,True,False,False,False
phyranyansen,skripsi-method-smart,-1,-1,-1,True,False,False,False
phyrog,dockerfiles,-1,-1,-1,True,False,False,False
phyruz,udacity,-1,-1,-1,True,False,False,False
phyrwork,rosemary,-1,-1,-1,True,False,False,False
physalaemus,teleentrega,-1,-1,-1,True,False,False,False
physalium,fall-boys,-1,-1,-1,True,False,False,False
physcrf,eikonal,-1,-1,-1,True,False,False,False
physcrowley,ics3u,-1,-1,-1,True,False,False,False
physer,beergoggles,-1,-1,-1,True,False,False,False
physer,epi-alloy-playground,-1,-1,-1,True,False,False,False
physer,epidocker,-1,-1,-1,True,False,False,False
physical-art,physicaldotart,-1,-1,-1,True,False,False,False
physicalattraction,vangogh,-1,-1,-1,True,False,False,False
physicalmusic,lyonlingk,-1,-1,-1,True,False,False,False
physiciansdatacollaborative,endpoint,-1,-1,-1,True,False,False,False
physiciansdatacollaborative,endpoint_3rdnext,-1,-1,-1,True,False,False,False
physicistfrosty,thesite,-1,-1,-1,True,False,False,False
physicistspock,neutrino_clustering,-1,-1,-1,True,False,False,False
physicophilic,scripts,-1,-1,-1,True,False,False,False
physics-int,jiaps,-1,-1,-1,True,False,False,False
physicsstudent,physicsstdudent.github.io,-1,-1,-1,True,False,False,False
physiomatic133,dashboard,-1,-1,-1,True,False,False,False
physion,policy.ovation.io,-1,-1,-1,True,False,False,False
physx-is-fun,c-tutorial,-1,-1,-1,True,False,False,False
physx-is-fun,matlab-tutorial,-1,-1,-1,True,False,False,False
physx-is-fun,nodeblog,-1,-1,-1,True,False,False,False
physx-is-fun,python-tutorial,-1,-1,-1,True,False,False,False
physx-is-fun,spectral-interferometry,-1,-1,-1,True,False,False,False
physx23,city-app,-1,-1,-1,True,False,False,False
phyusin93,music,-1,-1,-1,True,False,False,False
phyxdown,nephele,-1,-1,-1,True,False,False,False
pi-181,spring-serverless-example,-1,-1,-1,True,False,False,False
pi-a,consumption-model,-1,-1,-1,True,False,False,False
pi-a,consumption-prediction,-1,-1,-1,True,False,False,False
pi-a,predict-series,-1,-1,-1,True,False,False,False
pi-jey,git-flow,-1,-1,-1,True,False,False,False
pi-ledge,rgadgets,-1,-1,-1,True,False,False,False
pi-linux,pi-linux.github.io,-1,-1,-1,True,False,False,False
pi-to,summary,-1,-1,-1,True,False,False,False
pi-victor,s2i-tutorial.github.io,-1,-1,-1,True,False,False,False
pi0x73,blackeye,-1,-1,-1,True,False,False,False
pi22by7,student-portal,-1,-1,-1,True,False,False,False
pi2376327,luci-app-smartdns-1,-1,-1,-1,True,False,False,False
pi8074,node,-1,-1,-1,True,False,False,False
pia3,pia3_your_memories_safe,-1,-1,-1,True,False,False,False
piabedinicrocci,rasa-chatbot,-1,-1,-1,True,False,False,False
piadrani,portfolio,-1,-1,-1,True,False,False,False
piagja,chucky-api,-1,-1,-1,True,False,False,False
pial4office,react-rendering-experiment,-1,-1,-1,True,False,False,False
pialoypolicu,hangman,-1,-1,-1,True,False,False,False
piamanzon,cogen_meteredvol,-1,-1,-1,True,False,False,False
pianist5555,react_remind,-1,-1,-1,True,False,False,False
piano1997,website,-1,-1,-1,True,False,False,False
pianolucille,heuristic-project,-1,-1,-1,True,False,False,False
pianon28,alx-pre_course,-1,-1,-1,True,False,False,False
pianorockcover,pianorockcover.github.io,-1,-1,-1,True,False,False,False
piantafse,portfolio,-1,-1,-1,True,False,False,False
piaodexi,eatlog,-1,-1,-1,True,False,False,False
piaofen,hello-myself,-1,-1,-1,True,False,False,False
piaoxianer,geospatial-projects,-1,-1,-1,True,False,False,False
piaoyiii,bank_1,-1,-1,-1,True,False,False,False
piapi,gnss-ins-integrated-navigation,-1,-1,-1,True,False,False,False
piarrot,dh-movies-example,-1,-1,-1,True,False,False,False
piasek16,testing,-1,-1,-1,True,False,False,False
piash222,odoo13_revised,-1,-1,-1,True,False,False,False
piasuddin,fis,-1,-1,-1,True,False,False,False
piayer69,fishlet,-1,-1,-1,True,False,False,False
pibao2013,pibao2013.github.io,-1,-1,-1,True,False,False,False
pibook,gr,-1,-1,-1,True,False,False,False
pibook,pi-web,-1,-1,-1,True,False,False,False
pibox-ee,pibox-core,-1,-1,-1,True,False,False,False
picandocodigo,elasticsearch,-1,-1,-1,True,False,False,False
picapi,cyberdisc-bot,-1,-1,-1,True,False,False,False
picardatjp,tetris,-1,-1,-1,True,False,False,False
picaso420,prg-381,-1,-1,-1,True,False,False,False
picasuo,awesome-echarts,-1,-1,-1,True,False,False,False
picbrahma,mslearn-tailspin-spacegame-web,-1,-1,-1,True,False,False,False
piccolo-o,test,-1,-1,-1,True,False,False,False
piccolo09,bike_rental_3,-1,-1,-1,True,False,False,False
piccolometal-dev,msm8916_platform_vendor_qcom-opensource_wlan_prima,-1,-1,-1,True,False,False,False
piccosoftdevlab,b2b-api,-1,-1,-1,True,False,False,False
piceaglauca,dot_files,-1,-1,-1,True,False,False,False
picfight,dcrwallet,-1,-1,-1,True,False,False,False
pichael31,12-janggi-code,-1,-1,-1,True,False,False,False
pichael31,laser-chass-code,-1,-1,-1,True,False,False,False
pichakornjam,coin-fit,-1,-1,-1,True,False,False,False
pichas,neuronochka,-1,-1,-1,True,False,False,False
pichugin-kirill,git_test,-1,-1,-1,True,False,False,False
pichunlee,handmaid,-1,-1,-1,True,False,False,False
piciakk,horoszkop-kiserlet-ui,-1,-1,-1,True,False,False,False
picibucor,kivy,-1,-1,-1,True,False,False,False
piciu1234,guess_the_number,-1,-1,-1,True,False,False,False
piciu1234,paper_rock_scissors_game,-1,-1,-1,True,False,False,False
pick-jack,drinks-diary-web-interface,-1,-1,-1,True,False,False,False
