owner,repo,stars,forks,watchers,deleted,private,archived,disabled
hhru,hadoop-influxdb-metrics2-sink,0,1,26,False,False,False,False
hhs,uts-rest-api,165,93,26,False,False,True,False
hhsidealab,django-direct,1,2,26,False,False,False,False
hhsidealab,pjson,13,7,26,False,False,False,False
hi-rez,satin,701,41,26,False,False,False,False
hi35xx,hi35xx-buildroot,138,90,26,False,False,False,False
hibernate,hibernate-presentations,4,5,26,False,False,False,False
hibernate,hibernate-shards,90,57,26,False,False,False,False
hiddenmonk,unity3druntimetransformgizmo,607,97,26,False,False,False,False
hidu,pproxy,278,91,26,False,False,False,False
hieunc229,copilot-clone,1498,157,26,False,False,False,False
hifiberry,hifiberry-os,800,107,26,False,False,False,False
higherkindness,droste,364,51,26,False,False,False,False
hiit,dime-server,15,5,26,False,False,False,False
hiit,meeting-recorder,3,2,26,False,False,False,False
hikalkan,dotnetmq,184,80,26,False,False,False,False
hillu,local-log4j-vuln-scanner,385,77,26,False,False,False,False
himanshu-soni,chatmessageview,640,133,26,False,False,False,False
hippiestationarchive,hippiestation13-1,26,95,26,False,False,False,False
hippiestationcode,hippiestation13-1,26,95,26,False,False,False,False
hipsterjazzbo,laravel-multi-tenant,144,34,26,False,False,False,False
hironsan,bertsearch,870,199,26,False,False,False,False
hisstools,hisstools_impulse_response_toolbox,113,14,26,False,False,False,False
hitcents,monodroid-bindings,9,1,26,False,False,False,False
hitgif,textfieldboxes,771,116,26,False,False,False,False
hitomis,activityswitcher,1034,125,26,False,False,False,False
hitomis,circlemenu,953,142,26,False,False,False,False
hitta,play,0,0,26,False,False,True,False
hitta,surveillancemonitor,1,2,26,False,False,True,False
hivetracker,hivetracker.github.io,131,24,26,False,False,False,False
hjson,hjson,2538,52,26,False,False,False,False
hkust-aerial-robotics,stereo-rcnn,663,170,26,False,False,False,False
hkust-smartcar,libsccc,6,8,26,False,False,False,False
hmaverickadams,external-pentest-checklist,376,94,26,False,False,False,False
hmcts,apache_auth-role,1,1,26,False,False,True,False
hmcts,ccd-docker,10,16,26,False,False,False,False
hmcts,civil-wa-task-configuration,2,2,26,False,False,False,False
hmcts,class-validator,0,1,26,False,False,False,False
hmcts,cmc-draft-store-middleware,0,1,26,False,False,True,False
hmcts,common-role,1,1,26,False,False,True,False
hmcts,docker-role,1,1,26,False,False,True,False
hmcts,moj-terraform-module-dns,1,1,26,False,False,True,False
hmcts,pdf-annotate.js,9,5,26,False,False,True,False
hmcts,sscs-bulk-scan,2,3,26,False,False,False,False
hmcts,terraform-module-mgmt-datadisk-vm,0,1,26,False,False,True,False
hmcts,terraform-module-vm,0,1,26,False,False,True,False
hmcts,terraform-module-vm-datadisk,0,1,26,False,False,True,False
hmdev,aozoraepub3,179,29,26,False,False,False,False
hmis-interop,xml,4,5,26,False,False,False,False
hmrc,accessibility-testing-library,4,2,26,False,False,True,False
hmrc,agent-client-relationships,0,1,26,False,False,False,False
hmrc,agent-subscription-frontend,0,1,26,False,False,False,False
hmrc,akka-xml-parser,5,5,26,False,False,False,False
hmrc,api-subscription-fields,1,5,26,False,False,False,False
hmrc,app-config-validator,0,1,26,False,False,True,False
hmrc,bank-account-reputation-frontend,2,2,26,False,False,False,False
hmrc,bbsi-dynamic-stub,0,1,26,False,False,False,False
hmrc,cgt-property-disposals-stubs,0,2,26,False,False,False,False
hmrc,deregister-vat-frontend,2,1,26,False,False,False,False
hmrc,dynamic-stub,0,4,26,False,False,False,False
hmrc,eeitt-admin-frontend,1,1,26,False,False,False,False
hmrc,email-verification-frontend,3,2,26,False,False,False,False
hmrc,feedback-frontend,2,7,26,False,False,False,False
hmrc,file-upload,2,5,26,False,False,False,False
hmrc,financial-transactions,0,2,26,False,False,False,False
hmrc,gform-frontend,4,9,26,False,False,False,False
hmrc,hmrc.github.io,7,13,26,False,False,False,False
hmrc,http-verbs-play-25,0,2,26,False,False,True,False
hmrc,income-tax-view-change,0,2,26,False,False,False,False
hmrc,income-tax-view-change-frontend,0,13,26,False,False,False,False
hmrc,init-service,3,17,26,False,False,False,False
hmrc,lambda-s3-bucket-clamav,29,15,26,False,False,True,False
hmrc,lisa-example-java-client,1,1,26,False,False,False,False
hmrc,maintain-comms-prototype,0,1,26,False,False,False,False
