owner,repo,stars,forks,watchers,deleted,private,archived,disabled
isaiah,jubilee,325,15,23,False,False,False,False
iscspring2015,demo1,0,0,23,False,False,False,False
isecpartners,jailbreak-windows,119,35,23,False,False,False,False
iseexchange,python-bootcamp,3,6,23,False,False,False,False
isel-leic-pi,pi-1819v-li51n,13,1,23,False,False,False,False
iserve-products,query_helper,7,3,23,False,False,False,False
isetta-team,isetta-engine,371,31,23,False,False,False,False
ishkawa,isrefreshcontrol,228,45,23,False,False,False,False
isisbusapps,gitbanboard,1,0,23,False,False,True,False
islandoftex,arara,364,34,23,False,False,False,False
islandora-claw,alpaca,7,19,23,False,False,False,False
islandora-collaboration-group,ibrowse,1,0,23,False,False,False,False
islandora,alpaca,7,19,23,False,False,False,False
islandora,islandora_ocr,3,30,23,False,False,False,False
islandora,islandora_populator,3,10,23,False,False,False,False
islandora,islandora_solr_search,24,61,23,False,False,False,False
islandora,islandora_xacml_editor,7,28,23,False,False,False,False
islssa,spca,0,0,23,False,False,False,False
isotoma,buildbot_travis,124,39,23,False,False,False,False
isovic,consise,236,44,23,False,False,False,False
isovic,racon,236,44,23,False,False,False,False
issabelfoundation,issabel,45,13,23,False,False,False,False
issackelly,python-hue,152,25,23,False,False,False,False
istex,istex-api-tools,1,0,23,False,False,False,False
istex,istex-wordpress-blog,0,0,23,False,False,False,False
istio,envoy,33,59,23,False,False,False,False
istrategylabs,wpro,1,0,23,False,False,False,False
istresearch,phantom-snap,8,6,23,False,False,False,False
isuct,dbcoursework_2014,0,0,23,False,False,False,False
isuct,dbcoursework_2015,0,0,23,False,False,False,False
isuct,isuct2013_1course,0,0,23,False,False,False,False
isuct,oop_2015,0,0,23,False,False,False,False
isuct,oop_coursework_2015,0,0,23,False,False,False,False
it-chain,engine,173,58,23,False,False,False,False
it-chain,it-chain-engine,173,58,23,False,False,False,False
itaiag,difido-reports,43,29,23,False,False,False,False
italia,daf-dataportal-it-docs,0,1,23,False,False,False,False
italia,pagopa-specifichepagamenti-docs,4,7,23,False,False,True,False
italia,pagopa-specifichepagamenti-schemi,16,14,23,False,False,False,False
italia,pianotriennale-ict-doc,33,30,23,False,False,False,False
italoboy,full-weatherline-widget,129,74,23,False,False,False,False
itamae-kitchen,mitamae,332,33,23,False,False,False,False
itc-vanadzor,itc-7,0,2,23,False,False,False,False
iterable,mparticle-firehose-iterable,1,3,23,False,False,False,False
iterative,mlem,669,27,23,False,False,False,False
itgoyo,teamviewer-5min,572,216,23,False,False,False,False
itgoyo,teamviewer-free,572,216,23,False,False,False,False
itkweb,bbtv,0,0,23,False,False,False,False
itleaks,eos-contract,169,66,23,False,False,False,False
itmicus,zabbix,142,270,23,False,False,False,False
itowns,itowns-sample-data,6,6,23,False,False,False,False
itplr-kosit,xrechnung-visualisation,31,27,23,False,False,False,False
itplr-kosit,xrechnung-visualization,31,27,23,False,False,False,False
itpnyu,comperas,23,13,23,False,False,False,False
itsmeabhishekrai,termux-all-packages-install,261,39,23,False,False,False,False
itsumma,itstelegram,28,5,23,False,False,False,False
itwin,platform-api-documentation,1,2,23,False,False,False,False
itwin,storage-api-sample-app,1,1,23,False,False,False,False
itzg,docker-minecraft-bedrock-server,780,165,23,False,False,False,False
iubenda,sentry-rails4,0,0,23,False,False,False,False
iunetsci,hoaxy-backend,138,46,23,False,False,True,False
ius,rsatool,951,198,23,False,False,False,False
ivangoncharov,graphql-faker,2591,207,23,False,False,False,False
ivansanchez,leaflet.polyline.snakeanim,310,81,23,False,False,False,False
ivanweiler,inchoo_facebook,110,30,23,False,False,False,False
ivogabe,brackets-icons,247,59,23,False,False,False,False
ixc,python-edtf,45,17,23,False,False,False,False
ixonos,upt_com,13,18,23,False,False,False,False
ixonos,utp_com,13,18,23,False,False,False,False
izettle,form,103,9,23,False,False,False,False
iziteq,izi-api-schemes,2,1,23,False,False,False,False
j-rivero,gazebo5_ros_pkgs-release,0,1,23,False,False,False,False
j2r,h5p-course-presentation,0,1,23,False,False,False,False
j2r,h5p-editor-course-presentation,0,0,23,False,False,False,False
