owner,repo,stars,forks,watchers,deleted,private,archived,disabled
hongkhanh,cropbox,266,99,22,False,False,False,False
hongkongjs,whoswho,1,0,22,False,False,False,False
hongrisec,ctf-training,390,101,22,False,False,False,False
hongyangandroid,loadingandretrylayout,654,131,22,False,False,False,False
hongyangandroid,loadingandretrymanager,654,131,22,False,False,False,False
honlan,wechat_jump_tensorflow,266,93,22,False,False,False,False
hookflash,obsolete.op,55,18,22,False,False,False,False
hoopla-software,hoopla-python-client,0,0,22,False,False,False,False
hooroo,rate_watchers,0,0,22,False,False,True,False
hopebaytech,barbican,0,1,22,False,False,False,False
hopebaytech,ceilometer,0,2,22,False,False,False,False
hopebaytech,heat,0,1,22,False,False,False,False
hopebaytech,neutron-lbaas,0,2,22,False,False,False,False
hopebaytech,python-barbicanclient,0,1,22,False,False,False,False
hopebaytech,python-cloudkittyclient,0,1,22,False,False,False,False
hopebaytech,python-novaclient,0,1,22,False,False,False,False
hopebaytech,python-troveclient,0,1,22,False,False,False,False
hopebaytech,trove,0,1,22,False,False,False,False
hopelessprogramminginterns,arduino-canon-pachelbel,1,0,22,False,False,False,False
hopelessprogramminginterns,dotfiles,0,0,22,False,False,False,False
hopkinsidd,covidscenariopipeline,104,43,22,False,False,False,False
hoppinger,no_comment,0,0,22,False,False,False,False
hoppinger,no_posts,1,1,22,False,False,False,False
hoppinger,no_wp_logo,0,0,22,False,False,False,False
hoppinger,rails-connector,11,0,22,False,False,False,False
hoppinger,rails-connector-theme,4,0,22,False,False,False,False
hoppinger,wp-relinquish,11,0,22,False,False,False,False
hoppinger,wp-relinquish-theme,4,0,22,False,False,False,False
horizenofficial,zencash-mobile,56,51,22,False,False,False,False
horizon-games,arcadeum,36,7,22,False,False,True,False
horizon-games,eth-state-channels-research,36,7,22,False,False,True,False
horizons-school-of-technology,horizonello,0,3,22,False,False,False,False
horizontenovasmidias,swift-actioncableclient,0,0,22,False,False,False,False
horussoftwareuy,xamarin.forms.skeleton,383,43,22,False,False,False,False
hostinger,packages,2,1,22,False,False,False,False
hotelsdotcom,hotels-oss-parent,2,1,22,False,False,True,False
hotmart-org,terraform-modules-aws-fms,2,1,22,False,False,True,False
hotosm,osm-analytics,102,26,22,False,False,False,False
hotosm,osm-dat-frontend,102,26,22,False,False,False,False
houdunwang,v2015,369,243,22,False,False,False,False
houdunwang,video,369,243,22,False,False,False,False
househappy,househappy.github.io,0,1,22,False,False,True,False
housetrip,guidelines,40,6,22,False,False,False,False
housetrip,remote_lock,37,20,22,False,False,False,False
hoverinc,three.js,0,1,22,False,False,True,False
howardchn,location-to-phone-number,169,36,22,False,False,False,False
howardchn,phonenumberlocator-js,169,36,22,False,False,False,False
