owner,repo,stars,forks,watchers,deleted,private,archived,disabled
joeddav,deep-net-evolution,952,112,46,False,False,False,False
joeddav,devol,952,112,46,False,False,False,False
kamnitsask,deepmedic,952,327,66,False,False,False,False
lab02-research,hass.agent,952,43,22,False,False,False,False
learnk8s,kubernetes-production-best-practices,952,189,44,False,False,False,False
lucidrains,gigagan-pytorch,952,35,67,False,False,False,False
lucidrains,perceiver-pytorch,952,122,34,False,False,False,False
metowolf,bilibilihelper,952,213,35,False,False,False,False
ndelvalle,v-click-outside,952,78,10,False,False,False,False
o0o0o0o0o0o0o,image-processing-from-scratch,952,300,130,False,False,False,False
pea3nut,pxer,952,108,36,False,False,False,False
ridiculousfish,libdivide,952,63,35,False,False,False,False
samchon,nestia,952,41,14,False,False,False,False
sidkshatriya,rd,952,12,13,False,False,True,False
spatie,db-dumper,952,139,25,False,False,False,False
sturobson,awesome-design-tokens,952,65,49,False,False,False,False
susam,uncap,952,38,19,False,False,False,False
teamssix,awesome-cloud-security,952,132,17,False,False,False,False
thenbsp,wechat,952,313,108,False,False,False,False
ucbdrive,few-shot-object-detection,952,207,28,False,False,False,False
webkul,hotelcommerce,952,368,77,False,False,False,False
wetransfer,mocker,952,80,15,False,False,False,False
wuxx,nanodap,952,253,27,False,False,False,False
a5hleyrich,wp-background-processing,951,146,40,False,False,False,False
ahmedkhlief,apt-hunter,951,189,43,False,False,False,False
alessandro-zomparelli,tissue,951,75,80,False,False,False,False
alexanderpro,smartsystemmenu,951,60,26,False,False,False,False
alexeiva,inconsolata,951,57,22,False,False,False,False
andrewning,sortphotos,951,281,71,False,False,False,False
asvd,jailed,951,66,23,False,False,False,False
autonomousvision,stylegan-t,951,36,124,False,False,False,False
bigdatagenomics,adam,951,294,100,False,False,False,False
blastrock,pkgj,951,92,83,False,False,False,False
blazored,localstorage,951,103,26,False,False,False,False
bmcbride,bootleaf,951,416,106,False,False,False,False
burguerjohn,dain-app,951,95,28,False,False,False,False
capnproto,go-capnp,951,90,26,False,False,False,False
capnproto,go-capnproto2,951,90,26,False,False,False,False
ciembor,4bit,951,167,41,False,False,False,False
codeanddonuts,hacker-laws,951,88,20,False,False,False,False
codeanddonuts,hacker-laws-kr,951,88,20,False,False,False,False
colorlibhq,email-templates,951,2764,39,False,False,False,False
cyrealtype,inconsolata,951,57,22,False,False,False,False
cyrealtype,inconsolata-bold,951,57,22,False,False,False,False
davelab6,inconsolata,951,57,22,False,False,False,False
deliciousbrains,wp-background-processing,951,145,40,False,False,False,False
dnouri,nolearn,951,257,56,False,False,False,False
embox,embox,951,211,51,False,False,False,False
emedvedev,aocr,951,246,46,False,False,False,False
emedvedev,attention-ocr,951,246,46,False,False,False,False
funkygao,cp-ddd-framework,951,240,49,False,False,False,False
getactivity,androidgithubboss,951,104,25,False,False,False,False
github,dev,951,1432,24,False,False,False,False
goberoi,faceit,951,298,45,False,False,False,False
google,xls,951,128,56,False,False,False,False
googlefonts,inconsolata,951,57,22,False,False,False,False
heroku,heroku-buildpack-python,951,1314,127,False,False,False,False
ikuyadeu,vscode-r,951,99,24,False,False,False,False
iskilltree,skilltree,951,133,62,False,False,False,False
ius,rsatool,951,198,23,False,False,False,False
kittoframework,kitto,951,59,34,False,False,False,False
kpcyrd,sniffglue,951,87,22,False,False,False,False
linuxserver,docker-plex,951,183,37,False,False,False,False
linuxserver,plex,951,183,37,False,False,False,False
lunaseaapp,lunasea,951,56,31,False,False,False,False
lunatools,lunasea,951,56,31,False,False,False,False
marin-m,songrec,951,73,16,False,False,False,False
mathieudutour,sketch-builder,951,79,17,False,False,False,False
mathieudutour,skpm,951,79,17,False,False,False,False
mwolfson,android-historian,951,156,46,False,False,False,False
ntasfi,pygame-learning-environment,951,219,40,False,False,False,False
papyros,papyros-shell,951,40,93,False,False,False,False
papyros,quantum-shell,951,40,93,False,False,False,False
phodal,skillock,951,133,62,False,False,False,False
phodal,skilltree,951,133,62,False,False,False,False
phodal,skilock,951,133,62,False,False,False,False
pqpo,log4a,951,125,25,False,False,False,False
quantum-os,quantum-shell,951,40,93,False,False,False,False
reditorsupport,vscode-r,951,99,24,False,False,False,False
rincat,rtl88x2bu-linux-driver,951,177,30,False,False,False,False
ruby-i18n,i18n,951,379,21,False,False,False,False
serverless,community-plugins,951,310,55,False,False,False,False
serverless,plugins,951,310,55,False,False,False,False
sketch-pm,skpm,951,79,17,False,False,False,False
sketch-pm,skpm-cli,951,79,17,False,False,False,False
skidding,jobs-done,951,48,23,False,False,True,False
skpm,skpm,951,79,17,False,False,False,False
stanfordsnr,gg,951,68,31,False,False,False,False
stereobooster,package.json,951,54,23,False,False,False,False
supremetechnopriest,react-idle-timer,951,135,7,False,False,False,False
svenfuchs,i18n,951,379,21,False,False,False,False
the5fire,backbonejs-learning-note,951,290,99,False,False,False,False
tschaub,grunt-newer,951,51,19,False,False,False,False
videojs,mux.js,951,179,42,False,False,False,False
zombiezen,go-capnproto2,951,90,26,False,False,False,False
aaronerhardt,relm4,950,43,13,False,False,False,False
android-cn,android-open-project-demo,950,782,159,False,False,False,False
angular-dashboard-framework,angular-dashboard-framework,950,409,96,False,False,False,False
aws-samples,aws-serverless-ecommerce-platform,950,320,43,False,False,False,False
celluloid,nio4r,950,75,30,False,False,False,False
cherryprojects,rbac,950,101,31,False,False,False,False
chromedevtools,devtools-protocol,950,198,53,False,False,False,False
corecoding,corestats,950,68,11,False,False,False,False
corecoding,vitals,950,68,11,False,False,False,False
corejavascript,typeahead.js,950,225,43,False,False,False,False
cosmicnvim,cosmicnvim,950,67,17,False,False,False,False
devefy,flutter-story-app-ui,950,332,32,False,False,False,False
drehimself,laravel-ecommerce-example,950,555,74,False,False,False,False
elliottzheng,copytranslator,950,162,33,False,False,True,False
fightbulc,moment.php,950,147,36,False,False,False,False
ganfra,materialspinner,950,211,35,False,False,False,False
goncy,interview-challenges,950,326,19,False,False,False,False
goncy,interview-challenges-supermarket-list,950,326,19,False,False,False,False
hanc00l,nemo_go,950,173,21,False,False,False,False
heiseonline,embetty,950,31,26,False,False,False,False
httperf,httperf,950,149,38,False,False,False,False
immuni-app,documentation,950,70,91,False,False,True,False
immuni-app,immuni-documentation,950,70,91,False,False,True,False
janspiry,palette-image-to-image-diffusion-models,950,113,14,False,False,False,False
jetbrains,compose-multiplatform-ios-android-template,950,54,32,False,False,False,False
jiesutd,anntool,950,251,38,False,False,False,False
jiesutd,sutdannotator,950,251,38,False,False,False,False
jiesutd,yedda,950,251,38,False,False,False,False
kong,unirest-nodejs,950,167,42,False,False,False,False
kriswiner,mpu-9250,950,403,89,False,False,False,False
kriswiner,mpu9250,950,403,89,False,False,False,False
limingfan2016,game_service_system,950,390,59,False,False,False,False
liuzhiyi1992,zythumbnailtableview,950,106,27,False,False,False,False
lzjun567,zhihu-api,950,253,108,False,False,False,False
mashape,unirest-nodejs,950,167,42,False,False,False,False
mattbaird,elastigo,950,231,47,False,False,False,False
matthewrenze,clean-architecture-demo,950,447,61,False,False,False,False
mdinacci,mdradialprogress,950,157,22,False,False,False,False
mirego,accent,950,78,52,False,False,False,False
mmangino,facebooker,950,198,14,False,False,False,False
nekocode,badge,950,125,30,False,False,False,False
nickjj,docker-django-example,950,129,24,False,False,False,False
npocmaka,batch.scripts,950,716,88,False,False,False,False
ole,obshapedbutton,950,146,48,False,False,False,False
olivia5k,doge,950,70,30,False,False,False,False
onmyway133,snowflake,950,54,16,False,False,False,False
open-mmlab,multimodal-gpt,950,66,9,False,False,False,False
qiyeboy,spiderbook,950,513,96,False,False,False,False
russelltao,geektime-nginx,950,464,59,False,False,False,False
ruyo,vrm4u,950,133,49,False,False,False,False
sdorra,angular-dashboard-framework,950,409,96,False,False,False,False
seeden,rbac,950,101,31,False,False,False,False
socketry,nio4r,950,75,30,False,False,False,False
stan-dev,rstan,950,252,68,False,False,False,False
susam,gitpr,950,82,28,False,False,False,False
tedious,stash,950,135,30,False,False,False,False
thiderman,doge,950,70,30,False,False,False,False
troian,surgemq,950,164,63,False,False,False,False
tylous,zipexec,950,142,22,False,False,False,False
volantmq,surgemq,950,164,63,False,False,False,False
volantmq,volantmq,950,164,63,False,False,False,False
wix-incubator,mjml-react,950,50,88,False,False,False,False
alynxzhou,gnome-shell-extension-inotch,949,10,5,False,False,False,False
anc95,writely,949,69,14,False,False,False,False
anudeepnd,adservers,949,98,42,False,False,False,False
anudeepnd,blacklist,949,98,42,False,False,False,False
badtuxx,mutiraodevops,949,263,244,False,False,False,False
blosc,bcolz,949,131,62,False,False,False,False
box-project,box,949,92,23,False,False,False,False
brainflow-dev,brainflow,949,196,25,False,False,False,False
bramstein,typeset,949,75,44,False,False,False,False
castorini,pyserini,949,221,15,False,False,False,False
chenycl,chrome-extension-udemy-translate,949,178,39,False,False,False,False
crosswalk-project,cordova-plugin-crosswalk-webview,949,358,64,False,False,True,False
d6t,d6tflow,949,73,23,False,False,False,False
developit,web-worker,949,35,8,False,False,False,False
dzzzzzy,nest-journey,949,106,49,False,False,False,False
dzzzzzy,nestjs-learning,949,106,49,False,False,False,False
dzzzzzy,nestjs-on-my-way,949,106,49,False,False,False,False
eashish93,imgsquash,949,65,11,False,False,True,False
edgenesis,shifu,949,75,46,False,False,False,False
frooodle,stirling-pdf,949,57,8,False,False,False,False
georgemandis,konami-js,949,119,24,False,False,False,False
ghostpack,sharpup,949,192,40,False,False,False,False
guolindev,glance,949,96,13,False,False,False,False
handmademath,handmade-math,949,81,34,False,False,False,False
