owner,repo,stars,forks,watchers,deleted,private,archived,disabled
dan-42318485,eventbus,243,77,34,False,False,True,False
danquist,eventbus,243,77,34,False,False,True,False
danz17,proxifier-keygen,243,75,6,False,False,False,False
dappradar,nft-sales-adapters,243,270,17,False,False,False,False
davek44,basset,243,102,23,False,False,False,False
david-abel,mdps,243,82,19,False,False,False,False
david-abel,simple_rl,243,82,19,False,False,False,False
david-abel,simplerl,243,82,19,False,False,False,False
davidebbo,webactivator,243,45,32,False,False,False,False
davyjoneslocker,ember-appkit-rails,243,32,21,False,False,False,False
deanhume,lazy-observer-load,243,33,8,False,False,False,False
deema35,climbing-movement-component,243,67,28,False,False,False,False
denvned,isomorphic-relay,243,41,13,False,False,False,False
devedwin,meditation-app,243,225,11,False,False,False,False
developedbyed,meditation-app,243,225,11,False,False,False,False
devmynd,hstore_accessor,243,40,34,False,False,False,False
dgovil,pythonformayasamples,243,67,42,False,False,False,False
dhavalkapil,luaver,243,27,17,False,False,False,False
dhavalkapil,luavm,243,27,17,False,False,False,False
digitalone1,easyeffects-presets,243,27,13,False,False,False,False
digitalone1,pulseeffects-presets,243,27,13,False,False,False,False
dkozar,edriven,243,44,49,False,False,False,False
dockyard,ember-admin,243,34,19,False,False,False,False
dodola,listitemfold,243,67,11,False,False,False,False
dp-3t,dp3t-sdk-android,243,90,27,False,False,False,False
dquist,eventbus,243,77,34,False,False,True,False
drak3hft7,cheat-sheet---active-directory,243,39,4,False,False,False,False
draptik,angulardemorestful,243,214,35,False,False,False,False
dubbo,dubbo-client-py,243,73,76,False,False,False,False
dubbo,py-client-for-apache-dubbo,243,73,76,False,False,False,False
duc-nt,cve-2022-44268-imagemagick-arbitrary-file-read-poc,243,37,2,False,False,False,False
dwyl,home,243,5,16,False,False,False,False
dxjia,ffmpeg-compile-shared-library-for-android,243,76,20,False,False,False,False
dxjia,ffmpeg-for-android-shared-library,243,76,20,False,False,False,False
dzikoysk,panda,243,29,24,False,False,False,False
dzzie,scdbg,243,52,16,False,False,False,False
edo9300,edopro,243,60,29,False,False,False,False
edo9300,ygopro,243,60,29,False,False,False,False
edsu,pymarc,243,102,40,False,False,True,False
efrederickson,luaassemblytools,243,67,16,False,False,False,False
egoist,hanabi,243,6,5,False,False,False,False
egoist,lit-vue,243,4,6,False,False,False,False
elastic,kibana-docker,243,110,337,False,False,True,False
electric-coin-company,zips,243,113,54,False,False,False,False
electron-userland,electron-spellchecker,243,72,12,False,False,False,False
eniac,faas,243,35,15,False,False,False,False
eyeos,spice-web-client,243,78,45,False,False,False,False
ezekg,flint,243,10,16,False,False,True,False
fabriziocucci,git-bash-for-mac,243,59,15,False,False,False,False
fancywm,fancywm,243,11,4,False,False,False,False
fancywm,fancywm-issues,243,11,4,False,False,False,False
fawazahmed0,youtube-uploader,243,57,11,False,False,False,False
fbsamples,fbinstant-samples,243,133,31,False,False,False,False
fcollonval,jupyter_conda,243,26,6,False,False,False,False
fcollonval,nb_conda,243,26,6,False,False,False,False
feathers-plus,feathers-authentication-management,243,88,12,False,False,False,False
feathersjs-ecosystem,feathers-authentication-management,243,88,12,False,False,False,False
feathersjs,docs,243,536,25,False,False,False,False
feathersjs,feathers-authentication-management,243,88,12,False,False,False,False
feathersjs,feathers-docs,243,536,25,False,False,False,False
feats,babel-plugin-inline-import,243,22,5,False,False,False,False
featsco,babel-plugin-inline-import,243,22,5,False,False,False,False
feluelle,airflow-diagrams,243,26,4,False,False,False,False
fiatjaf,relayer,243,67,10,False,False,False,False
florent37,motion-shapeofview,243,32,6,False,False,False,False
flyerhzm,css_sprite,243,19,11,False,False,False,False
forkandbeard,alferd-spritesheet-unpacker,243,44,21,False,False,False,False
frank-lang,frank,243,7,25,False,False,False,False
fried-chicken,ghost-static-site-generator,243,30,13,False,False,False,False
funbox,harold,243,2,14,False,False,False,False
fundamentalslib,fundamentals5,243,75,46,False,False,False,False
gaspa93,googlemaps-scraper,243,101,17,False,False,False,False
gaurvw,mpgtextfield,243,47,16,False,False,False,False
gbrindisi,dockerfile-security,243,69,16,False,False,False,False
gdb,stripe-prg,243,0,68,False,False,False,False
gdquest-demos,godot-4.0-new-features,243,22,10,False,False,False,False
geosn0w,reverse-engineering-tutorials,243,46,21,False,False,False,False
giggleliu,nilang.jl,243,15,10,False,False,False,False
gilbitron,pip,243,99,35,False,False,False,False
githubnext,blocks,243,38,5,False,False,False,False
githubnext,composable-github-example-files,243,38,5,False,False,False,False
githubnext,composable-github-examples,243,38,5,False,False,False,False
githubnext,composable-github-test,243,38,5,False,False,False,False
gizburdt,cuztom,243,95,38,False,False,True,False
gizburdt,wp-cuztom,243,95,38,False,False,True,False
goldvideo,decoder_wasm,243,71,10,False,False,False,False
googlecreativelab,justaline-android,243,84,24,False,False,True,False
gordoneliel,linearprogressbar,243,46,9,False,False,False,False
gottox,node-webterm,243,58,14,False,False,False,False
graphp,graphviz,243,36,10,False,False,False,False
greatscottgadgets,daisho,243,72,68,False,False,True,False
guillaumechereau,noc,243,21,12,False,False,False,False
gwadhwani,mpgtextfield,243,47,16,False,False,False,False
haehnchen,idea-php-annotation-plugin,243,39,15,False,False,False,False
hammerlab,grafana-dashboards,243,48,39,False,False,False,False
hammerlab,grafana-spark-dashboards,243,48,39,False,False,False,False
