owner,repo,stars,forks,watchers,deleted,private,archived,disabled
soliury,react-native-html-render,101,47,2,False,False,True,False
solnic,transflow,101,2,8,False,False,False,False
solvosoft,djreservation,101,35,7,False,False,False,False
sonarsource,sonarqube-scan-action,101,71,17,False,False,False,False
songhanghang,redcord,101,22,4,False,False,False,False
sonicpotions,lxr,101,38,28,False,False,False,False
soorma07,os-x-bluetooth-pairing-value-to-windows-value,101,14,7,False,False,False,False
sophos,sophos-central-siem-integration,101,69,19,False,False,False,False
sorcererxw,iloveworks,101,24,2,False,False,False,False
sougou,parser_tutorial,101,22,2,False,False,False,False
sourcefrog,natsort,101,20,7,False,False,False,False
sourcegraph,langserver-python,101,8,84,False,False,True,False
sourcegraph,python-langserver,101,8,84,False,False,True,False
southerncross,vue-express-dev-boilerplate,101,41,6,False,False,True,False
southpeak,viewstyle,101,8,2,False,False,False,False
soxofaan,duviz,101,15,5,False,False,False,False
soyware,heck_csgo_external,101,15,14,False,False,False,False
spacespell,elasticapmbundle,101,3,2,False,False,False,False
spacial,awesome-systools,101,18,12,False,False,False,False
spacial,awsome-systools,101,18,12,False,False,False,False
spacial,systools,101,18,12,False,False,False,False
spalger,elasticsearch-angular-example,101,40,8,False,False,False,False
sparebank1,designsystem,101,84,28,False,False,False,False
sparklemotion,http-cookie,101,46,7,False,False,False,False
spchuang,fb-local-chat-bot,101,12,10,False,False,False,False
spdy-http2,spdy-transport,101,34,7,False,False,False,False
spechide,mytelegramorgrobot,101,195,6,False,False,False,False
spechide,uploadgram,101,22,3,False,False,False,False
specialgirl,vue-simple-template,101,40,1,False,False,False,False
spectralvectors,rightclicknavigation,101,16,11,False,False,False,False
spectralvectors,rightmousenavigation,101,16,11,False,False,False,False
spectralvectors,unrealrightclick,101,16,11,False,False,False,False
spenceralger,elasticsearch-angular-example,101,40,8,False,False,False,False
spinalhdl,spinalworkshop,101,36,10,False,False,False,False
spirilis,msprf24,101,32,31,False,False,False,False
sps014,ffmpegblazor,101,15,3,False,False,False,False
srush,awesome-ml-tracking,101,4,7,False,False,False,False
sserdoubleh,acm,101,39,11,False,False,False,False
stamp-project,dspot,101,25,23,False,False,False,False
stanfortonski,procedural-terrain-generator-opengl,101,10,6,False,False,False,False
stared,keras-sequential-ascii,101,16,9,False,False,False,False
stargately,beancount-mobile,101,9,8,False,False,False,False
startbootstrap,startbootstrap-full-width-pics,101,201,12,False,False,False,False
stathat,treap,101,18,10,False,False,False,False
statquest,pca_demo,101,90,5,False,False,False,False
steamclock,netable,101,3,9,False,False,False,False
steeltoeoss,configuration,101,38,16,False,False,True,False
stephane-caron,awesome-robot-descriptions,101,14,2,False,False,False,False
stephane-caron,awesome-robot-models,101,14,2,False,False,False,False
stephanecharette,darkmark,101,15,5,False,False,False,False
stephenafamo,goldmark-pdf,101,7,4,False,False,False,False
stephengrider,vuecasts,101,78,4,False,False,False,False
stermedia,react-native-gifted-chat,101,59,7,False,False,False,False
stermedia,react-web-gifted-chat,101,59,7,False,False,False,False
stevedekorte,garbagecollector,101,5,7,False,False,False,False
steveklabnik,rust_example,101,8,11,False,False,False,False
stevenzwzhai,vue-mobile-application,101,65,7,False,False,False,False
stlewandowski,gitmad,101,37,6,False,False,False,False
storedev,storelib,101,29,4,False,False,False,False
stphnwlsh,cleanminimalapi,101,20,3,False,False,False,False
str2num,libice,101,43,8,False,False,False,False
strapi,strapi-legacy-gatsby-blog,101,89,14,False,False,True,False
streamnative,tgip-cn,101,24,48,False,False,False,False
stuarthalloway,clojure-presentations,101,6,6,False,False,False,False
styfle,links-awakening,101,2,3,False,False,False,False
suborbital,grav,101,9,9,False,False,False,False
subsentient,epoch,101,11,11,False,False,False,False
subsetcss,linter,101,2,3,False,False,False,False
suchipi,chai-jest-snapshot,101,16,4,False,False,False,False
sudo-bmitch,dc2018,101,12,12,False,False,False,False
sudo-bmitch,presentations,101,12,12,False,False,False,False
suissa,javascript-curso-site,101,12,20,False,False,False,False
suiyunonghen,gvcl,101,24,7,False,False,False,False
summersec,spatool,101,17,4,False,False,False,False
suncube,base-helicopter-controller,101,43,7,False,False,False,False
sundar0989,speech-to-text,101,77,9,False,False,False,False
sungchun12,airflow-toolkit,101,30,6,False,False,False,False
sunsettrack4,easyepg,101,34,26,False,False,True,False
sunshinelyz,binghe,101,14,3,False,False,False,False
sunweb3sec,defilabs,101,30,5,False,False,False,False
sunzunlu,mobilecalendar,101,26,6,False,False,False,False
suoinguon,slack-backup,101,16,6,False,False,False,False
supercollider,scvim,101,23,14,False,False,False,False
superczar,home-assistant,101,5,10,False,False,False,False
supergreenlab,supergreenos,101,26,11,False,False,False,False
superhighfives,list-of-ingredients,101,24,6,False,False,False,False
surfboard-one,fancyss,101,24,4,False,False,False,False
surfstudio,flutter-bootom-sheet,101,23,6,False,False,False,False
surfstudio,flutter-bottom-sheet,101,23,6,False,False,False,False
suzuki86,rhymer,101,13,4,False,False,False,False
