owner,repo,stars,forks,watchers,deleted,private,archived,disabled
lstrojny,phpunit-clever-and-smart,170,11,7,False,False,False,False
lubos,aws-lambda-wkhtmltopdf,170,69,10,False,False,True,False
lucidrains,linformer,170,20,7,False,False,False,False
lukeallen,optimeyes,170,53,17,False,False,False,False
luosiwei-cmd,caryon,170,16,7,False,False,False,False
luqmana,rust-opencl,170,36,10,False,False,False,False
luxel,ramile,170,42,4,False,False,False,False
lvsh,insightproject,170,36,13,False,False,False,False
lvsh,keywordfinder,170,36,13,False,False,False,False
lwiest,starraiders,170,16,11,False,False,False,False
lz233,onetext_for_android,170,13,10,False,False,False,False
lzhanforgit,h5resources,170,94,13,False,False,False,False
lzhanforgit,html5,170,94,13,False,False,False,False
lzhanforgit,web-html5,170,94,13,False,False,False,False
m-abdelwahab,awesome-links,170,144,10,False,False,False,False
madhuakula,wincmdfu,170,37,19,False,False,False,False
madrapps,pikolo,170,25,5,False,False,False,False
madskristensen,photogallery,170,66,31,False,False,False,False
mafintosh,nanobench,170,7,7,False,False,False,False
mafly,springdemo,170,171,41,False,False,False,False
magicsih,androidscreencaster,170,61,17,False,False,False,False
mah51,michael-hall.me,170,23,2,False,False,False,False
mah51,mikeroph.one,170,23,2,False,False,False,False
mah51,personal-web,170,23,2,False,False,False,False
malmaud,pandas.jl,170,23,6,False,False,False,False
mamaral,wethr,170,30,13,False,False,False,False
manuelstofer,json-pointer,170,37,4,False,False,False,False
mapbox,mapbox-gl-language,170,48,90,False,False,False,False
mapleqin,android-speedyviewselector,170,28,9,False,False,False,False
marceloverdijk,lesscss-maven-plugin,170,58,24,False,False,True,False
marcusfelling,demo.playwright,170,29,9,False,False,False,False
marcustomlinson,dspatch,170,38,20,False,False,False,False
mariechatfield,call-my-congress,170,12,4,False,False,False,False
mariusbancila,croncpp,170,65,11,False,False,False,False
markusenglund,react-npm-component-starter,170,30,5,False,False,False,False
masdennis,rajawaliexamples,170,146,49,False,False,False,False
matamine,unlucky,170,45,9,False,False,False,False
material-components,material-components-android-motion-codelab,170,56,8,False,False,False,False
mathiasgrimm,laravel-dot-env-gen,170,8,5,False,False,False,False
mathiasgrimm,laravel-dotenvgen,170,8,5,False,False,False,False
matrixbrain,awesome-nerf,170,13,9,False,False,False,False
matsonj,nba-monte-carlo,170,38,7,False,False,False,False
mattdesl,subscapes,170,17,7,False,False,False,False
mattermost-plugin-jitsi,mattermost-plugin-jitsi,170,79,36,False,False,False,False
mattermost,docs,170,521,51,False,False,False,False
mattermost,mattermost-plugin-jitsi,170,79,36,False,False,False,False
mattg888,gcm-php-server-push-message,170,86,19,False,False,False,False
matthieugrieger,mumbledj,170,51,21,False,False,True,False
maxogden,simplify-geojson,170,18,6,False,False,False,False
maxr1998,maxlock,170,42,15,False,False,False,False
mazedigital,web-ticker,170,103,17,False,False,False,False
mcer12,temper-esp8266,170,17,14,False,False,False,False
mchat,call-my-congress,170,12,4,False,False,False,False
mculover666,hal_driver_lib,170,71,8,False,False,False,False
md3xter,arbitrage-bot,170,55,11,False,False,False,False
mdecrevoisier,sigma-detection-rules,170,39,13,False,False,False,False
meforma,vue-toaster,170,39,4,False,False,False,False
mehwww,vue-sticky-directive,170,45,5,False,False,False,False
merrymercy,tvm-mali,170,29,13,False,False,True,False
mesutcelik,hazelcast-kubernetes-discovery,170,99,59,False,False,False,False
metakirby5,colorz,170,10,7,False,False,False,False
metakirby5,colorz2,170,10,7,False,False,False,False
meteor-activeroute,legacy,170,23,6,False,False,False,False
