repo,stars,forks,watchers,deleted,private,archived,disabled
maksatkartanbaev/leetcode,0,0,1,False,False,False,False
maksatkartanbaev/lis,0,1,1,False,False,False,False
maksatkartanbaev/madfinal,-1,-1,-1,False,True,False,False
maksatkartanbaev/midterm_mad,-1,-1,-1,False,True,False,False
maksatkartanbaev/midterm_oop,-1,-1,-1,False,True,False,False
maksatkartanbaev/project,-1,-1,-1,False,True,False,False
maksatkartanbaev/test,-1,-1,-1,False,True,False,False
maksatkartanbaev/thesis,0,0,1,False,False,False,False
maksatkhantore/maksatkhantore,0,0,1,False,False,False,False
maksatkk/hellow-world,-1,-1,-1,False,True,False,False
maksatkondubaev/desktop-tutorial,0,0,1,False,False,False,False
maksatkondubaev/palindrom,0,0,1,False,False,False,False
maksatkrutoi/maksatkrutoi,0,0,1,False,False,False,False
maksatkubatbekuulu/maksatkubatbekuulu,0,0,1,False,False,False,False
maksatkural/test1,0,0,1,False,False,False,False
maksatkurmanbekov/project-2,0,0,0,False,False,False,False
maksatkydyrbaev/hackathon,0,0,1,False,False,False,False
maksatkydyrbaev/independent2,-1,-1,-1,False,True,False,False
maksatkydyrbaev/maket,0,0,1,False,False,False,False
maksatkydyrbaev/miniproject,0,0,1,False,False,False,False
maksatly/maksatly,0,0,1,False,False,False,False
maksatmakaev/nft,-1,-1,-1,False,True,False,False
maksatmakaev/redux,0,0,1,False,False,False,False
maksatmakaev/test,-1,-1,-1,False,True,False,False
maksatmaksadow/github-slideshow,0,0,0,False,False,False,False
maksatmamitbekuulu/portfolio,0,0,1,False,False,False,False
maksatmary/maksatmary,-1,-1,-1,False,True,False,False
maksatmirzagaliev/functionalprogramming,0,0,1,False,False,False,False
maksatmur1/foundationsofweb2017tasks,0,0,1,False,False,False,False
maksatmur1/htmltasks,0,1,1,False,False,False,False
maksatmur1/splab2,0,0,1,False,False,False,False
maksatmur1/webtasks,0,1,1,False,False,False,False
maksatmurat/lesson,0,0,1,False,False,False,False
maksatmurat/marketplace,0,0,1,False,False,False,False
maksatmurat/sgiserviea,-1,-1,-1,False,True,False,False
maksatmurat/supermarketmanagement,-1,-1,-1,False,True,False,False
maksatmuratov/silver-house,0,0,1,False,False,False,False
maksatmyrat29/github-slideshow,0,0,1,False,False,False,False
maksatmyrat29/hello-world,0,0,1,False,False,False,False
maksatnazirov/django-girls,0,0,2,False,False,False,False
maksatnazirov/part_3_tasks,0,0,2,False,False,False,False
maksatnazirov/sport,0,0,2,False,False,False,False
maksatnig/maksatnig,0,0,1,False,False,False,False
maksatnig/ssss,0,0,1,False,False,False,False
maksatniiazov/1.1studio,-1,-1,-1,False,True,False,False
maksatniiazov/11studio,0,0,1,False,False,False,False
maksatniiazov/biogoods,0,0,1,False,False,False,False
maksatniiazov/fa,0,0,1,False,False,False,False
maksatniiazov/favorit_tehplastiny,0,0,1,False,False,False,False
maksatniiazov/forarmenian_v2,0,0,1,False,False,False,False
maksatniiazov/fulfilment-,0,0,1,False,False,False,False
maksatniiazov/intorgasia-flask,0,0,1,False,False,False,False
maksatniiazov/movies,-1,-1,-1,False,True,False,False
maksatniiazov/new,-1,-1,-1,False,True,False,False
maksatniiazov/news_sibers,-1,-1,-1,False,True,False,False
maksatniiazov/poison,0,0,1,False,False,False,False
maksatniiazov/qwe,0,0,1,False,False,False,False
maksatniiazov/qweqwe,0,0,1,False,False,False,False
maksatniiazov/shahruz,0,0,1,False,False,False,False
maksatniiazov/sotial_network,0,0,1,False,False,False,False
maksatniiazov/sotialnetwork,0,0,1,False,False,False,False
maksatniiazov/trello,0,0,1,False,False,False,False
maksatniiazov/ultimate,0,0,1,False,False,False,False
maksatokumakolsun/maksatokumakolsun,0,0,1,False,False,False,False
maksatorazmyrat/maksatorazmyrat,0,0,1,False,False,False,False
maksatorazov/ansible,-1,-1,-1,False,True,False,False
maksatorazov/bash_scripting,0,0,1,False,False,False,False
maksatorazov/certification,0,0,1,False,False,False,False
maksatorazov/deneme,-1,-1,-1,False,True,False,False
maksatorazov/docker,-1,-1,-1,False,True,False,False
maksatorazov/github,-1,-1,-1,False,True,False,False
maksatorazov/github_notes,-1,-1,-1,False,True,False,False
maksatorazov/github_test,-1,-1,-1,False,True,False,False
maksatorazov/ilk-ders,-1,-1,-1,False,True,False,False
maksatorazov/java,0,0,1,False,False,False,False
maksatorazov/linux,0,0,1,False,False,False,False
maksatorazov/maksat_profile,-1,-1,-1,False,True,False,False
maksatorazov/maksatorazov,0,0,1,False,False,False,False
maksatorazov/network,-1,-1,-1,False,True,False,False
maksatorazov/pipeline-project,0,0,1,False,False,False,False
maksatorazov/pipeline-project-java,0,0,1,False,False,False,False
maksatorazov/python,0,0,1,False,False,False,False
maksatorazov/techpro-github,-1,-1,-1,False,True,False,False
maksatorazov/terraform,-1,-1,-1,False,True,False,False
maksatorazov/terraform-,-1,-1,-1,False,True,False,False
maksatorazov/webhook-python-project,0,0,1,False,False,False,False
maksatosmonov/blog,0,0,1,False,False,False,False
maksatosmonov/blog1,-1,-1,-1,False,True,False,False
maksatosmonov/blog2,0,0,1,False,False,False,False
maksatosmonov/e_shop,0,0,1,False,False,False,False
maksatosmonov/exam,-1,-1,-1,False,True,False,False
maksatosmonov/final-project-itacademy,0,0,1,False,False,False,False
maksatosmonov/furniture,-1,-1,-1,False,True,False,False
maksatosmonov/medical,-1,-1,-1,False,True,False,False
maksatosmonov/medical_exam_project,-1,-1,-1,False,True,False,False
maksatosmonov/notes,0,0,1,False,False,False,False
maksatosmonov/pharmacy,-1,-1,-1,False,True,False,False
maksatosmonov/pharmacy1,-1,-1,-1,False,True,False,False
maksatosmonov/to-do-app,0,0,1,False,False,False,False
maksatosmonov/todo,-1,-1,-1,False,True,False,False
maksatov/bootcamp,0,0,1,False,False,False,False
maksatov/cv,0,0,1,False,False,False,False
maksatov/gpt3,0,0,1,False,False,False,False
maksatov/my-site,0,0,1,False,False,False,False
maksatov/my_first_repository,0,0,1,False,False,False,False
maksatovdenis/math_modeling,0,0,0,False,False,False,False
maksatovjr/exercise-json-361,0,0,0,False,False,False,False
maksatovjr/exercise-statepattern-361,0,0,0,False,False,False,False
maksatovjr/first_github_project,0,0,1,False,False,False,False
maksatovnakkm/cp,0,0,1,False,False,False,False
maksatovnakkm/cp2,-1,-1,-1,False,True,False,False
maksatovnakkm/hm3,-1,-1,-1,False,True,False,False
maksatovnakkm/homework2,-1,-1,-1,False,True,False,False
maksatovnakkm/hw,0,0,1,False,False,False,False
maksatp/ch3-stopwatch,-1,-1,-1,False,True,False,False
maksatp/ch3-stopwattch,-1,-1,-1,False,True,False,False
maksatp/ch4,-1,-1,-1,False,True,False,False
maksatp/chapter3-stopwatch,-1,-1,-1,False,True,False,False
maksatp/chapter4,-1,-1,-1,False,True,False,False
maksatp/github-pages-with-jekyll,-1,-1,-1,False,True,False,False
maksatp/github-upload,-1,-1,-1,False,True,False,False
maksatp/merge-conflicts,-1,-1,-1,False,True,False,False
maksatp/mm,-1,-1,-1,False,True,False,False
maksatp/mvcstodostopwatch,-1,-1,-1,False,True,False,False
maksatp/mvctodostopwatch,-1,-1,-1,False,True,False,False
maksatp/neobispython,-1,-1,-1,False,True,False,False
maksatp/oop2020,-1,-1,-1,False,True,False,False
maksatp/project1,-1,-1,-1,False,True,False,False
maksatp/reviewing-a-pull-request,-1,-1,-1,False,True,False,False
maksatp/security-on-github,-1,-1,-1,False,True,False,False
maksatp/todolistapp,-1,-1,-1,False,True,False,False
maksatp/todostopwatchmix,-1,-1,-1,False,True,False,False
maksatpro/interstroy,-1,-1,-1,False,True,False,False
maksatprogrammer/blobbala,-1,-1,-1,False,True,False,False
maksatprogrammer/sendsms,-1,-1,-1,False,True,False,False
maksatramazan/maksatramazan,-1,-1,-1,False,True,False,False
maksatrob/sms-bomber,0,0,0,False,False,False,False
maksatrysbekov/akademische-projekte,0,0,1,False,False,False,False
maksatrysbekov/blog,-1,-1,-1,False,True,False,False
maksatrysbekov/braingame,-1,-1,-1,False,True,False,False
maksatrysbekov/coronavirus-tracker,0,0,1,False,False,False,False
maksatrysbekov/devopslearnproject,0,0,1,False,False,False,False
maksatrysbekov/first_project,-1,-1,-1,False,True,False,False
maksatrysbekov/flutter-projects,0,0,1,False,False,False,False
maksatrysbekov/fullstack-spring-react-app,0,0,1,False,False,False,False
maksatrysbekov/graphql-with-spring,0,0,1,False,False,False,False
