repo,stars,forks,watchers,deleted,private,archived,disabled
den198045/isoc-kg,0,0,0,False,False,False,False
den198045/tracker-radar,0,0,0,False,False,False,False
den198046/den,0,0,1,False,False,False,False
den198048/den,0,0,0,False,False,False,False
den198050/den,0,0,0,False,False,False,False
den198070/brazzers_download,1,1,0,False,False,False,False
den198070/den,0,0,1,False,False,False,False
den198070/den198045,0,0,1,False,False,False,False
den198070/den198070,0,0,1,False,False,False,False
den1980rom/1.3,0,0,1,False,False,False,False
den1982/moneyjinn-client,0,0,2,False,False,False,False
den19820108/19820108,0,0,0,False,False,False,False
den1983kh/evony_main,-1,-1,-1,False,True,False,False
den1983kh/evony_quests,0,0,2,False,False,False,False
den1985is/github-slideshow,0,0,1,False,False,False,False
den1985is/hello-world,0,0,1,False,False,False,False
den1987/den1987,0,0,2,False,False,False,False
den198888/fnf-psychengine,1,0,0,False,False,False,False
den198888/fnf-psychengine-android-support-phew-it-hought-i-got-no-more-forks,-1,-1,-1,False,True,False,False
den198888/fnf-psychengine-with-android-support,-1,-1,-1,False,True,False,False
den198888/pe-0.5.2h-android,1,0,1,False,False,False,False
den198888/psych-engine-0.4.2-android-port,0,0,0,False,False,False,False
den198888/psych-engine-0.5-android-port,0,0,0,False,False,False,False
den199/new,0,0,1,False,False,False,False
den199/new-,0,0,1,False,False,False,False
den1991imo/accanalizerfromtxt,1,1,1,False,False,False,False
den1991imo/priceacc,1,0,1,False,False,False,False
den1991imo/tablutil,0,0,1,False,False,False,False
den1991imo/telegraph2,0,0,1,False,False,False,False
den1991imo/tortest,1,0,1,False,False,False,False
den19948/cloudformation,0,0,1,False,False,False,False
den19948/den19948,0,0,1,False,False,False,False
den19948/vagrant,0,0,1,False,False,False,False
den19948/vagrant.jenkins,-1,-1,-1,False,True,False,False
den19948/wp,0,0,1,False,False,False,False
den1994s/den1994s,0,0,0,False,False,False,False
den199596/-denn,0,0,1,False,False,False,False
den1996/codility,0,0,0,False,False,False,False
den1997/calcy,0,0,0,False,False,False,False
den1997/den,-1,-1,-1,False,True,False,False
den1997/jumble-password,0,0,0,False,False,False,False
den1997/lab_web_01,-1,-1,-1,False,True,False,False
den1997/lab_web_02,-1,-1,-1,False,True,False,False
den1997/wordpress_lendingn,0,0,1,False,False,False,False
den19980107/.config,0,0,2,False,False,False,False
den19980107/107_se_team-7,0,0,1,False,False,False,False
den19980107/auto-change-keyboard-layout,0,0,2,False,False,False,False
den19980107/botbuilder,0,0,2,False,False,False,False
den19980107/botbuilder-ui,0,0,2,False,False,False,False
den19980107/botbuilder.share,0,0,2,False,False,False,False
den19980107/cra-typescript-storybook-master,0,0,2,False,False,False,False
den19980107/csv-to-sql-insert-tool,0,0,2,False,False,False,False
den19980107/dcard_backend_test,0,0,2,False,False,False,False
den19980107/dcard_frontend_test,0,0,2,False,False,False,False
den19980107/den19980107.github.io,0,0,1,False,False,False,False
den19980107/go-fiber-gorm-starter,0,0,2,False,False,False,False
den19980107/icoding-admin,1,0,1,False,False,False,False
den19980107/ig-as-personal-website,0,0,2,False,False,False,False
den19980107/mern-icoding,1,0,2,False,False,False,False
den19980107/mern-starter,1,0,2,False,False,False,False
den19980107/nkust-,-1,-1,-1,False,True,False,False
