repo,stars,forks,watchers,deleted,private,archived,disabled
serwaa97/ourportfolio,0,0,1,False,False,False,False
serwaa97/projectfinal,-1,-1,-1,False,True,False,False
serwaaa/se_webtech_repo,0,0,0,False,False,False,False
serwaaa/software_engineering_level_300,0,0,0,False,False,False,False
serwaaagh/cwikiztestow,0,0,1,False,False,False,False
serwaaappiah/alx-pre_course,0,0,1,False,False,False,False
serwaaappiah/alx-system_engineering-devops,0,0,1,False,False,False,False
serwaaappiah/alx-zero_day,0,0,1,False,False,False,False
serwaabaah/evolvewithdata,0,0,1,False,False,False,False
serwaabaah/projects,0,0,1,False,False,False,False
serwaablessing/alx-pre_course,0,0,1,False,False,False,False
serwaablessing/alx-zero_day,0,0,1,False,False,False,False
serwaaboyd1/wdd130,0,0,1,False,False,False,False
serwaaboyd1/wwd130,0,0,1,False,False,False,False
serwaabrown/airbnb,0,0,1,False,False,False,False
serwaabrown/form-page,0,0,1,False,False,False,False
serwaabrown/pre-mest-swd-2022,0,0,1,False,False,False,False
serwaabrown/react-login,0,0,1,False,False,False,False
serwaabrown/react-login-form,0,0,1,False,False,False,False
serwaabrown/reactui,0,0,1,False,False,False,False
serwaabrown/serwaabrown,0,0,1,False,False,False,False
serwaahadjei1230/sa,0,0,2,False,False,False,False
serwaamavis/edith,0,0,1,False,False,False,False
serwaamavis/first-website,0,0,1,False,False,False,False
serwaamavis/local-repo,0,1,1,False,False,False,False
serwaamavis/se_webtech_repo,0,3,0,False,False,False,False
serwaapreimann/testrepo,0,0,1,False,False,False,False
serwaas/byndyutask,0,0,1,False,False,False,False
serwaas/course-face3d,0,0,1,False,False,False,False
serwaas/design,0,0,1,False,False,False,False
serwaas/information-theory,0,0,1,False,False,False,False
serwaas/irisfacergbd,0,0,1,False,False,False,False
serwaas/matlog,0,0,1,False,False,False,False
serwaas/ros_people_object_detection_tensorflow,0,0,1,False,False,False,False
serwaas/testing,0,0,1,False,False,False,False
serwaasvogue/serwaasvogue,-1,-1,-1,False,True,False,False
