repo,stars,forks,watchers,deleted,private,archived,disabled
sidhu1012/co2emission,1,1,2,False,False,False,False
sidhu1012/countdown-timer,1,0,2,False,False,False,False
sidhu1012/customer-segmentation-,1,0,2,False,False,False,False
sidhu1012/datascientist,1,16,1,False,False,False,False
sidhu1012/dffml,1,0,1,False,False,False,False
sidhu1012/fake-news-analyzer,1,0,2,False,False,False,False
sidhu1012/fish-prediction,1,0,2,False,False,False,False
sidhu1012/gravity,1,1,2,False,False,False,False
sidhu1012/hand-written-digit-classification,1,0,2,False,False,False,False
sidhu1012/identify-behavior-patterns-via-smart-phone-sensor-data,1,0,2,False,False,False,False
sidhu1012/logistic-telecommunication-,1,0,1,False,False,False,False
sidhu1012/magic-calculator,1,0,2,False,False,False,False
sidhu1012/movie-recommender,1,0,2,False,False,False,False
sidhu1012/movie-recommender-collaborative-,1,0,2,False,False,False,False
sidhu1012/new,-1,-1,-1,False,True,False,False
sidhu1012/news_virality,1,0,2,False,False,False,False
sidhu1012/o,-1,-1,-1,False,True,False,False
sidhu1012/rain-estimator,1,0,2,False,False,False,False
sidhu1012/sidhu1012,1,0,2,False,False,False,False
sidhu1012/sidhu1012.github.io,1,0,2,False,False,False,False
sidhu1012/solog,1,2,1,False,False,False,False
sidhu1012/stenography,1,0,2,False,False,False,False
sidhu1012/sunpy,1,0,1,False,False,False,False
sidhu1012/sympy,0,0,1,False,False,False,False
sidhu1012/telecoumminication,2,0,2,False,False,False,False
sidhu1012/the-best-classifier,1,0,1,False,False,False,False
sidhu1012/traffic-sign-classification,1,0,2,False,False,False,False
sidhu1012/work-energy-theorem,-1,-1,-1,False,True,False,False
sidhu1015/fp,-1,-1,-1,False,True,False,False
sidhu1015/newwe,0,0,1,False,False,False,False
sidhu1027/sidhu1027,0,0,1,False,False,False,False
sidhu111/assignment,0,0,1,False,False,False,False
sidhu111/demo1,0,0,1,False,False,False,False
sidhu111/employeecrud,0,0,1,False,False,False,False
sidhu111/hospitalmanagement,0,0,1,False,False,False,False
sidhu111/rabbitmq,0,0,1,False,False,False,False
sidhu111/reactfiles,0,0,1,False,False,False,False
sidhu111/test-cases,0,0,1,False,False,False,False
sidhu11111111/05-mar-ass,0,0,1,False,False,False,False
sidhu11111111/10-feb-ass,0,0,1,False,False,False,False
sidhu11111111/12-feb-ass,0,0,1,False,False,False,False
sidhu11111111/12-mar-ass,0,0,1,False,False,False,False
sidhu11111111/13-mar-ass,0,0,1,False,False,False,False
sidhu11111111/5-feb-ass,0,0,1,False,False,False,False
sidhu11111111/6-feb-ass,0,0,1,False,False,False,False
sidhu11111111/7-feb-ass,0,0,1,False,False,False,False
sidhu11111111/8-feb-ass,0,0,1,False,False,False,False
sidhu11111111/9-feb-ass,0,0,1,False,False,False,False
sidhu11111111/asignment-18-feb,0,0,1,False,False,False,False
sidhu11111111/assigment,0,0,1,False,False,False,False
sidhu11111111/assignment,0,0,1,False,False,False,False
sidhu11111111/assignment-18_feb,0,0,1,False,False,False,False
sidhu11111111/assignment-2-mar,0,0,1,False,False,False,False
sidhu11111111/assignment-21-feb,0,0,1,False,False,False,False
sidhu11111111/assignment-23-feb,0,0,1,False,False,False,False
sidhu11111111/assignment-24-feb,0,0,1,False,False,False,False
sidhu11111111/assignment-26-feb,0,0,1,False,False,False,False
sidhu11111111/assignment20feb,0,0,1,False,False,False,False
sidhu11111111/assinment-19-feb,0,0,1,False,False,False,False
sidhu11111111/bokeh-ass,0,0,1,False,False,False,False
sidhu11111111/bokeh-assign,0,0,1,False,False,False,False
sidhu11111111/bokeh-asss,0,0,1,False,False,False,False
sidhu11111111/flask_appp,0,0,1,False,False,False,False
sidhu11111111/gogog,0,0,1,False,False,False,False
sidhu11111111/pw_hindi_image_scrap,0,0,1,False,False,False,False
sidhu11111111/review_sc_hindi,0,0,1,False,False,False,False
sidhu11111111/reviews,0,0,1,False,False,False,False
sidhu11111111/stas-assign,0,0,1,False,False,False,False
sidhu11111111/stastistics,0,0,1,False,False,False,False
sidhu11111111/statastics-assign,0,0,1,False,False,False,False
sidhu112/test-project,0,0,1,False,False,False,False
sidhu119/helloworld,0,0,0,False,False,False,False
sidhu12/-week4,0,0,1,False,False,False,False
sidhu12/2019wcsd3354week05,0,0,1,False,False,False,False
sidhu12/baldeepc0726755,0,0,1,False,False,False,False
sidhu12/baldeepsidhu,0,0,1,False,False,False,False
sidhu12/c0726755,0,0,1,False,False,False,False
sidhu12/peteristhebestteacher,0,0,1,False,False,False,False
sidhu12/week-2,0,0,1,False,False,False,False
sidhu12/week4baldeep,0,0,1,False,False,False,False
sidhu12/week5,0,0,1,False,False,False,False
sidhu12/week5_,0,0,1,False,False,False,False
sidhu12/week_2,0,0,1,False,False,False,False
sidhu1211/siddharth.com,1,0,1,False,False,False,False
sidhu122/sidhu122,0,0,1,False,False,False,False
sidhu1234/remote_repoo,0,0,1,False,False,False,False
sidhu123456/trex,-1,-1,-1,False,True,False,False
sidhu1234567890/introtop5,0,0,1,False,False,False,False
sidhu1282/dockergoci,0,0,0,False,False,False,False
sidhu1282/dockernodeci,0,0,0,False,False,False,False
sidhu1282/environment-oriolefoil-production,0,0,0,False,False,False,False
sidhu1282/environment-oriolefoil-staging,0,0,0,False,False,False,False
sidhu1282/springdemo,0,0,0,False,False,False,False
sidhu1292/sai-,0,0,1,False,False,False,False
sidhu12sid/demo-repo,0,0,1,False,False,False,False
sidhu12sid/dog_api,0,0,1,False,False,False,False
sidhu12sid/fantacode,0,0,1,False,False,False,False
