repo,stars,forks,watchers,deleted,private,archived,disabled
sasireka2731/new,0,0,1,False,False,False,False
sasireka2731/website,0,0,1,False,False,False,False
sasireka3019/document-ai-and-nlp,-1,-1,-1,False,True,False,False
sasireka3019/document-digitization-and-nlp,-1,-1,-1,False,True,False,False
sasireka3019/document-processing-ai,-1,-1,-1,False,True,False,False
sasireka3019/resume-screening,0,0,1,False,False,False,False
sasireka3019/saho---human-library,0,0,1,False,False,False,False
sasireka3019/techdose-training,0,1,0,False,False,False,False
sasirekaa3/sasigitrepo,0,0,0,False,False,False,False
sasirekap/lab,0,0,1,False,False,False,False
sasirekaramasamy/p1,-1,-1,-1,False,True,False,False
sasirekaramasamy/project,0,0,1,False,False,False,False
sasirekaramasamy/sasi,-1,-1,-1,False,True,False,False
sasirekaramasamy/shopping-portal-,0,0,1,False,False,False,False
sasirekaramasamy/temporary,0,0,1,False,False,False,False
sasirekaramasamy/temposhopping,0,0,1,False,False,False,False
sasirekasivasamy/dngithub.io,0,0,2,False,False,False,False
sasirekasivasamy/hegithub.io,0,0,2,False,False,False,False
sasirekasivasamy/hello.github.io,0,0,2,False,False,False,False
sasirekasivasamy/project.github.io,0,0,2,False,False,False,False
sasirekasivasamy/projectp,0,0,2,False,False,False,False
sasirekasivasamy/sam.github.io,0,0,2,False,False,False,False
sasirekasivasamy/sampleproject,0,0,2,False,False,False,False
sasirekasivasamy/sampleproject.github.io,0,0,2,False,False,False,False
sasirekasivasamy/site.github.io,0,0,2,False,False,False,False
sasirekasivasamy/try.github.io,0,0,2,False,False,False,False
sasirekasivasamy/webdemo,0,0,1,False,False,False,False
sasirekau/casestudy1,0,0,1,False,False,False,False
sasirekau/onlineflightticketbooking,0,0,1,False,False,False,False
sasirekau/oops,0,0,1,False,False,False,False
sasirekha-123/lgmvip-webdev,1,1,1,False,False,False,False
sasirekha-213/my-assignments,0,0,1,False,False,False,False
sasirekha-dev/aws,0,0,1,False,False,False,False
sasirekha-dev/findmynumber,1,0,1,False,False,False,False
sasirekha-dev/github-slideshow,-1,-1,-1,False,True,False,False
sasirekha-dev/javaproject,0,0,1,False,False,False,False
sasirekha-dev/pythonexcercises,0,0,1,False,False,False,False
sasirekha-dev/sasirekha-dev,0,0,1,False,False,False,False
sasirekha-hacker/gym-management-,-1,-1,-1,False,True,False,False
sasirekha-kandy/gitpro,0,0,0,False,False,False,False
sasirekha-kandy/hello-world,0,0,0,False,False,False,False
sasirekha-kandy/sasi,0,0,0,False,False,False,False
sasirekha-mv/first-app,0,0,1,False,False,False,False
sasirekha-ngpws/new_repo,-1,-1,-1,False,True,False,False
sasirekha-ngpws/test,0,0,0,False,False,False,False
sasirekha-palanisamy/a11y-page-creation,0,0,1,False,False,False,False
sasirekha-palanisamy/sasi,0,0,1,False,False,False,False
sasirekha-s/folder,0,0,1,False,False,False,False
sasirekha-sathya/apitesting,0,0,1,False,False,False,False
sasirekha-vijayan/covid-19-vaccination-challenge,0,0,1,False,False,False,False
sasirekha0203/github-slideshow,0,0,1,False,False,False,False
sasirekha03/challenge-yourself-day1-lab1,0,0,1,False,False,False,False
sasirekha03/challenge-yourself-day1-lab2,0,0,1,False,False,False,False
sasirekha03/challenge-yourself-day2,0,0,1,False,False,False,False
sasirekha03/challenge-yourself-day4,0,0,1,False,False,False,False
sasirekha03/challenge-yourself-day9-,0,0,1,False,False,False,False
sasirekha03/daily-challenge-day9,0,0,1,False,False,False,False
sasirekha03/react-day1-practice-at-home1,0,0,1,False,False,False,False
sasirekha03/react-day1-practice-at-home2,0,0,1,False,False,False,False
sasirekha03/react-day1-reference--data-types-in-javascripts,0,0,1,False,False,False,False
sasirekha03/react-day2-practice-at-home1,0,0,1,False,False,False,False
sasirekha03/react-day2-practice-at-home2,0,0,1,False,False,False,False
sasirekha03/react-day2-react-component-demo1,0,0,1,False,False,False,False
sasirekha03/react-day3-practice-at-home,0,0,1,False,False,False,False
sasirekha03/react-day4-materialui,0,0,1,False,False,False,False
sasirekha03/react-day4-practice-at-home,0,0,1,False,False,False,False
sasirekha03/react-day5-practice-at-home,0,0,1,False,False,False,False
sasirekha03/react-day8-react-hooks,0,0,1,False,False,False,False
sasirekha03/react-myproject-favorite-books-application,0,0,1,False,False,False,False
sasirekha03/react-project-my-portfolio,0,0,1,False,False,False,False
sasirekha03/react-project-my-portfolio-,-1,-1,-1,False,True,False,False
sasirekha06/devopsbasics,0,0,0,False,False,False,False
sasirekha06/git-action-to-lambda,0,0,0,False,False,False,False
sasirekha06/git-rules,0,0,1,False,False,False,False
sasirekha06/github-to-lambda-demo,0,0,0,False,False,False,False
sasirekha06/gowebapi,0,0,0,False,False,False,False
sasirekha06/pipelines-javascript,0,0,0,False,False,False,False
sasirekha06/sample,0,0,1,False,False,False,False
sasirekha06/samplegit,0,0,1,False,False,False,False
sasirekha06/testing,0,0,0,False,False,False,False
sasirekha0706/best-repo-ever,0,0,1,False,False,False,False
sasirekha08/checksnake,1,1,1,False,False,False,False
sasirekha08/newsletter-signup,0,0,2,False,False,False,False
sasirekha08/secrets,0,0,2,False,False,False,False
sasirekha08/story,0,0,2,False,False,False,False
sasirekha08/story2,0,0,2,False,False,False,False
sasirekha08/todolist,0,0,2,False,False,False,False
sasirekha111/animated_grid,0,0,0,False,False,False,False
sasirekha111/buttons,0,0,0,False,False,False,False
sasirekha111/example,0,0,0,False,False,False,False
sasirekha111/harmonyos-build,0,0,0,False,False,False,False
sasirekha111/kahu,0,0,0,False,False,False,False
sasirekha111/neumorphism,0,0,0,False,False,False,False
