user,repos_collab,deleted,site_admin,hireable,email,company,github_star
akiyama3,akiyama3/aws_ecs_cpu_utilization_and_autoscaling,True,False,False,,,False
akilaml,,True,False,False,,,False
akimimi,,True,False,False,,,False
akira11331133,"inforob/eva,akira11331133/testces",True,False,False,,,False
akifyl,,True,False,False,,,False
akigalu,,True,False,False,,,False
akifipy,,True,False,False,,,False
akinizok,,True,False,False,,,False
akihaka,,True,False,False,,,False
akiqazo,,True,False,False,,,False
akijiny,,True,False,False,,,False
akixeqib,,True,False,False,,,False
akiqyre,,True,False,False,,,False
akinisib,,True,False,False,,,False
akidoxac,,True,False,False,,,False
akiveki,,True,False,False,,,False
akirajyr,,True,False,False,,,False
akinati,,True,False,False,,,False
akinarel,,True,False,False,,,False
akivyp,,True,False,False,,,False
akibidiz,,True,False,False,,,False
akigemal,,True,False,False,,,False
akifyvep,,True,False,False,,,False
akipexo,,True,False,False,,,False
akigak,,True,False,False,,,False
akijode,,True,False,False,,,False
akimolu,,True,False,False,,,False
akinen,,True,False,False,,,False
akileq,,True,False,False,,,False
akikote,,True,False,False,,,False
akiniv,,True,False,False,,,False
akiciho,,True,False,False,,,False
akipezov,,True,False,False,,,False
akihuxut,,True,False,False,,,False
akim152,,True,False,False,,,False
akila-codes,,True,False,False,,,False
akira-hiroki,akira-hiroki/popuppin,True,False,False,,,False
akiriko100,,True,False,False,,,False
akinsmart01,,True,False,False,,,False
akiraaldoph48,,True,False,False,,,False
aki-macho,,True,False,False,,,False
akifseorang,akifseorang/circleci-2,True,False,False,,,False
aki9662804780,,True,False,False,,,False
akidasutar,akidasutar/upgraded-robot,True,False,False,,,False
akira-obara,"akira-obara/cartpole_gazebo,akira-obara/Photoframe",True,False,False,,,False
akixdd,,True,False,False,,,False
aki-tzk,,True,False,False,,,False
akido,,True,False,False,,,False
akikazu-iwasa,akikazu-iwasa/hello,True,False,False,,,False
akiem822,akiem822/skukirt,True,False,False,,,False
akinopen,,True,False,False,,,False
akimCU,,True,False,False,,,False
akihikotomokane,,True,False,False,,,False
akil-accura,accurascan/WebCentos,True,False,False,,,False
akintadechinyereqp4,,True,False,False,,,False
akigretest,,True,False,False,,,False
akinibrahim190,akinibrahim190/Kodluyoruz,True,False,False,,,False
akiltech,,True,False,False,,,False
akistras,,True,False,False,,,False
akiumulate,,True,False,False,,,False
akislamic,,True,False,False,,,False
akismayilov,,True,False,False,,,False
akiko-create,akiko-create/Attendance-Tutorial,True,False,False,,,False
akimoto2018,,True,False,False,,,False
akileshNVIDIA,,True,False,False,,,False
akinpoz,,True,False,False,,,False
akilatharuka,akilatharuka/TestMVC,True,False,False,,,False
akimilabs,,True,False,False,,,False
akilibots,,True,False,False,,,False
akimbo04,,True,False,False,,,False
akintolex,,True,False,False,,,False
akiyoshiminami,,True,False,False,,,False
akixi-johnathonclark,,True,False,False,,,False
akirschi,,True,False,False,,,False
akiliishawn,,True,False,False,,,False
akirayao,akirayao/study,True,False,False,,,False
akifffsanli,,True,False,False,,,False
akiemtieno,akiemtieno/solve,True,False,False,,,False
akippon,,True,False,False,,,False
akisato6,,True,False,False,,,False
akinoooo,,True,False,False,,,False
akirosai,akirosai/node_tab,True,False,False,,,False
akifbck,akifbck/WorldsFramework,True,False,False,,,False
akileshkr,,True,False,False,,,False
akitokuraya,,True,False,False,,,False
akibjabarbhat,akibjabarbhat/cv,True,False,False,,,False
akina14,,True,False,False,,,False
akif-ned,akif-ned/JavaCampingFirstEpisode,True,False,False,,,False
akifgencay1,,True,False,False,,,False
akiraPha,"akiraPha/sendMail,akiraPha/quanlyhocba1",True,False,False,,,False
aki-izuyan,aki-corp/s-prj,True,False,False,,,False
akikolol,,True,False,False,,,False
akini-kites,akini-kites/HZDCoreEditor,True,False,False,,,False
akismastro,,True,False,False,,,False
akimcopter,,True,False,False,,,False
akiffdmrr,,True,False,False,,,False
akilihub,,True,False,False,,,False
akiosen,akiosen/test_code_review,True,False,False,,,False
akihara343,akihara343/Data,True,False,False,,,False
akio5an,,True,False,False,,,False
akira0069,,True,False,False,,,False
akiko1885,akiko1885/AccessKSU,True,False,False,,,False
akifdne,,True,False,False,,,False
akisaa95,,True,False,False,,,False
akinaKitiko,,True,False,False,,,False
akisusmo,,True,False,False,,,False
akifeliciokrg,,True,False,False,,,False
akilvirat,,True,False,False,,,False
akinghome777,,True,False,False,,,False
akittelm,akittelm/personal,True,False,False,,,False
akio-io,akio-io/deno-riot-api,True,False,False,,,False
akihiro103kawano,,True,False,False,,,False
akindongo,,True,False,False,,,False
aki-abe,"aki-abe/Hello-World2,aki-abe/Hello-World",True,False,False,,,False
akidiep,,True,False,False,,,False
akil-tech-inc,,True,False,False,,,False
akiskon89,,True,False,False,,,False
akie89ji,akie89ji/66rt,True,False,False,,,False
akiwaprog,,True,False,False,,,False
akiddie2000,,True,False,False,,,False
aking4511,,True,False,False,,,False
akisgiannoukos,akisgiannoukos/Project-Euler,True,False,False,,,False
akinomoakin1,,True,False,False,,,False
akilesmedia,,True,False,False,,,False
akiro-lohika,,True,False,False,,,False
akino800,akino800/mao-seminar,True,False,False,,,False
akinari1215335,,True,False,False,,,False
akiratechhq,,True,False,False,,,False
akireunanen,,True,False,False,,,False
akivaaronthal,,True,False,False,,,False
akia-ai,,True,False,False,,,False
akikan-matome,akikan-matome/akikan-matome.github.io,True,False,False,,,False
akisizuha,,True,False,False,,,False
akihiro923,akihiro923/sample,True,False,False,,,False
akioito-cn,,True,False,False,,,False
aki-95,aki-95/basic-crud-api,True,False,False,,,False
akinnusoyetaiwo,akinnusoyetaiwo/Portfolio,True,False,False,,,False
akimbiwil,,True,False,False,,,False
akira-kan,,True,False,False,,,False
akishev-gb-seminar3,"akishev-gb-seminar3/seminar,akishev-gb-seminar3/push_pull_test",True,False,False,,,False
akiper1,"akiper1/hello-world-ak,akiper1/ML_Models",True,False,False,,,False
akinsyossy,,True,False,False,,,False
akiras45,akiras45/HELLO-WORLD1,True,False,False,,,False
aki-meow,aki-meow/my_first_rails_app,True,False,False,,,False
akimka00,,True,False,False,,,False
akiranth,,True,False,False,,,False
akitoakihito,"akitoakihito/encryptDecrypt,akitoakihito/python_slam",True,False,False,,,False
akilli55,,True,False,False,,,False
akirovabayan,,True,False,False,,,False
akimbo69,,True,False,False,,,False
akim-frans,akim-frans/akim-frans.github.io,True,False,False,,,False
akiffmanji,UBC-CPSC-319-2015-Team2/UBC-CPSC-319-2015-Team2.github.io,True,False,False,,,False
akicon,,True,False,False,,,False
akiqig,,True,False,False,,,False
akityhaf,,True,False,False,,,False
akisiv,,True,False,False,,,False
akidequn,,True,False,False,,,False
akixito,,True,False,False,,,False
akimukep,,True,False,False,,,False
akitinid,,True,False,False,,,False
akibimyc,,True,False,False,,,False
akiheq,,True,False,False,,,False
akiqynil,,True,False,False,,,False
akitanop,,True,False,False,,,False
akipomy,,True,False,False,,,False
akigoh,,True,False,False,,,False
akiroka,,True,False,False,,,False
akiqyvez,,True,False,False,,,False
akilizo,,True,False,False,,,False
akimep,,True,False,False,,,False
akivivyn,,True,False,False,,,False
akixob,,True,False,False,,,False
akiros,,True,False,False,,,False
akidoqap,,True,False,False,,,False
akivuz,,True,False,False,,,False
akifat,,True,False,False,,,False
akinax,,True,False,False,,,False
akitoky,,True,False,False,,,False
akiniqar,,True,False,False,,,False
akiseg,,True,False,False,,,False
akibavav,,True,False,False,,,False
akidav,,True,False,False,,,False
akiduqe,,True,False,False,,,False
akinudaz,,True,False,False,,,False
akitect-kenya,,True,False,False,,,False
akitomanm,,True,False,False,,,False
akittykat,akittykat/PortNoarlunga,True,False,False,,,False
akifakkayacom,"akifakkayacom/project-euler-java-cozumleri,akifakkayacom/mini-java-projeleri",True,False,False,,,False
akijsfija84,akijsfija84/vsdfg5,True,False,False,,,False
akiviv,akiviv/Digital-Audio-Workstation-public,True,False,False,,,False
akiiozzzo,,True,False,False,,,False
akincibor1,akincibor1/whip-server,True,False,False,,,False
akiraaiso007,,True,False,False,,,False
akimotaras,,True,False,False,,,False
akikumiko0hb,,True,False,False,,,False
akiltahsin-0,Raziur306/inventory-management-system,True,False,False,,,False
akijima,,True,False,False,,,False
akitrak,akitrak/heliosapp,True,False,False,,,False
akihdar,,True,False,False,,,False
akintunde2000,,True,False,False,,,False
akiyama2016,,True,False,False,,,False
akiti-swathi,akiti-swathi/title,True,False,False,,,False
akil-io,,True,False,False,,,False
akidyg,,True,False,False,,,False
akijilom,,True,False,False,,,False
akihomuh,,True,False,False,,,False
akimet,,True,False,False,,,False
akirexir,,True,False,False,,,False
akiped,,True,False,False,,,False
akivygo,,True,False,False,,,False
akimafih,,True,False,False,,,False
akidoqa,,True,False,False,,,False
akimiq,,True,False,False,,,False
akikutu,,True,False,False,,,False
akimeduh,,True,False,False,,,False
akiboq,,True,False,False,,,False
akipyh,,True,False,False,,,False
akipevok,,True,False,False,,,False
akipiras,,True,False,False,,,False
akixyx,,True,False,False,,,False
akilforever,akilforever/akilforever.github.io,True,False,False,,,False
akiakitilu,,True,False,False,,,False
akiakilima,,True,False,False,,,False
akijumhsjuma,,True,False,False,,,False
akimovasveta999,,True,False,False,,,False
akikomitsukawa,,True,False,False,,,False
akinorinitta,,True,False,False,,,False
akiuslxD,,True,False,False,,,False
akimminavarro,akimminavarro/cpe101,True,False,False,,,False
akikawasaki6,akikawasaki6/hello-world,True,False,False,,,False
akimbonq,,True,False,False,,,False
akiva-capital-holdings,,True,False,False,,,False
akiko4628,,True,False,False,,,False
akiolin,,True,False,False,,,False
akifcc,,True,False,False,,,False
akib0012js,,True,False,False,,,False
akiya04,,True,False,False,,,False
akidera69,,True,False,False,,,False
akilveero7,,True,False,False,,,False
akinladegideon,,True,False,False,,,False
akira-hirota,akira-hirota/Orbital-calculation,True,False,False,,,False
akira1233,,True,False,False,,,False
akila2008,,True,False,False,,,False
akindofbluejay,akindofbluejay/Code-Louisville-Work-Projects,True,False,False,,,False
akilyu,akilyu/LinkedList,True,False,False,,,False
akirapowerz,akirapowerz/hello-world,True,False,False,,,False
akintola-steve-iyanu,,True,False,False,,,False
akietar,,True,False,False,,,False
akilasanaya,,True,False,False,,,False
akiwoao,akiwoao/django-mysql,True,False,False,,,False
aki0-0,,True,False,False,,,False
akismayanto9904919014,,True,False,False,,,False
akir2004,,True,False,False,,,False
akiragrape,akiragrape/browser,True,False,False,,,False
akito-hirase,,True,False,False,,,False
akinimedlc,akinimedlc/codelandia-desafio1,True,False,False,,,False
akibhasan17,akibhasan17/akib416,True,False,False,,,False
akisame0513,,True,False,False,,,False
aki1004,,True,False,False,,,False
akixoru,,True,False,False,,,False
akipobo,,True,False,False,,,False
akihyl,,True,False,False,,,False
akizeqy,,True,False,False,,,False
akipet,,True,False,False,,,False
akizatex,,True,False,False,,,False
akiluxu,,True,False,False,,,False
akibeku,,True,False,False,,,False
akidohil,,True,False,False,,,False
akicajah,,True,False,False,,,False
akidolam,,True,False,False,,,False
akidyh,,True,False,False,,,False
akimufa,,True,False,False,,,False
akikuvaf,,True,False,False,,,False
akivotyp,,True,False,False,,,False
akipoxe,,True,False,False,,,False
akiparu,,True,False,False,,,False
akitucy,,True,False,False,,,False
akiziby,,True,False,False,,,False
akifona,,True,False,False,,,False
akixagi,,True,False,False,,,False
akivemoc,,True,False,False,,,False
akinyro,,True,False,False,,,False
akizepy,,True,False,False,,,False
akigogy,,True,False,False,,,False
akiviko,,True,False,False,,,False
akizeky,,True,False,False,,,False
akirymi,,True,False,False,,,False
akisiki,,True,False,False,,,False
akirokuv,,True,False,False,,,False
akibakash,,True,False,False,,,False
akifcardak,,True,False,False,,,False
akibakana,akibakana/portfolio,True,False,False,,,False
akirakate214,,True,False,False,,,False
akilodebeliq,,True,False,False,,,False
akinom398,,True,False,False,,,False
akilpat,,True,False,False,,,False
akifgulum,,True,False,False,,,False
akif69,,True,False,False,,,False
akili-ujasusi,,True,False,False,,,False
akif-eren,akif-eren/kodluyoruzilkrepo,True,False,False,,,False
akiprograming,,True,False,False,,,False
akifsakarya,,True,False,False,,,False
akiko-kinoshita,,True,False,False,,,False
akiratoyoshima,,True,False,False,,,False
akibsuswanto,akibsuswanto/uangbanyak,True,False,False,,,False
akinhomolhadinho,,True,False,False,,,False
akiops,,True,False,False,,,False
akiboiii,,True,False,False,,,False
akibsystems,,True,False,False,,,False
akil-IM3A,,True,False,False,,,False
akinOakin,,True,False,False,,,False
akita0131,,True,False,False,,,False
akiilab,,True,False,False,,,False
akikotakashima,,True,False,False,,,False
