user,repos_collab,deleted,site_admin,hireable,email,company,github_star
Git-Serv,,True,False,False,,,False
GitLinn,"GitLinn/BuyBeer,GitLinn/Fizzbuzzing",True,False,False,,,False
GitSixa,"GitSixa/Prueba,Luisfemocha/IA,JuanPabloGutierrezTamayo/benito-camela,JuanPabloGutierrezTamayo/sizas,POO-UNALMED/taller-3-GitSixa,GitSixa/prueba33",True,False,False,,,False
GitProj1,GitProj1/SchoolProj1,True,False,False,,,False
Git-hxz,Git-hxz/thymeleaf-role,True,False,False,,,False
Githubtordl,,True,False,False,,,False
Git54516321,"Git54516321/CoreStack,Git54516321/minetest",True,False,False,,,False
Githog,Githog/patchwork,True,False,False,,,False
GithSystems,"GithSystems/CountlyCpp,GithSystems/Marvin,GithSystems/AnalyticsFeed",True,False,False,,,False
GitHub2350years,,True,False,False,,,False
Gitbub-AR17,Gitbub-AR17/SkorpioneMCweb,True,False,False,,,False
GitHubbby-del,"GitHubbby-del/Nullify,GitHubbby-del/stickoftruth.github.io",True,False,False,,,False
GitDude-Superior,,True,False,False,,,False
Github1234567890987654345,"Github1234567890987654345/project,Github1234567890987654345/prasath123,Github1234567890987654345/calculator",True,False,False,,,False
Githojiro,"Githojiro/Space_Manager_TCC,Githojiro/Cadastro_Flutter,Githojiro/Curso_WebModerno,Githojiro/Space-Manager-Tcc,Githojiro/S.M,Githojiro/MentoriaJS,Githojiro/RevisaoJS,Githojiro/projeto_DevLinks,Githojiro/atividade_flutter,SpaceManager/Space-Manager-Tcc",True,False,False,,,False
GitHubBub3000,"GitHubBub3000/randomVideogames-,GitHubBub3000/annoyingStuffs,GitHubBub3000/randomTools,GitHubBub3000/Platformer_Engine,GitHubBub3000/Covid-19_Tracker",True,False,False,,,False
GitMasterG,,True,False,False,,,False
GitsSoftwareHub,"GitsSoftwareHub/NewzEx,GitsSoftwareHub/helloworld,GitsSoftwareHub/News-Site-Using-PHP-MySql,GitsSoftwareHub/News-Website-Using-Django,GitsSoftwareHub/Khatriindustries.com",True,False,False,,,False
GitEntity,"GitEntity/High-School-Computer-Science,GitEntity/University-Programming,GitEntity/pandas-tutorials,GitEntity/cloud-computing,GitEntity/iot,GitEntity/MachineLearning",True,False,False,,,False
Gitby-on-Pages,Gitby-on-Pages/Gitby-on-Pages,True,False,False,,,False
GitAalekh,,True,False,False,,,False
GitHub-FengYu,,True,False,False,,,False
Githunnee,"Githunnee/HNY-SERVER-1,Githunnee/EllaChatBot",True,False,False,,,False
GiterMoker,,True,False,False,,,False
GitBoyBeast,,True,False,False,,,False
GitBeamx,GitBeamx/foss4g2014x,True,False,False,,,False
GitHollow,,True,False,False,,,False
GitverseEth,"GitverseEth/gitverse,GitverseEth/2022Q4-hackathon,GitverseEth/hackathon-2022-winter",True,False,False,,,False
Gittore54,,True,False,False,,,False
GitHub-xrl8,,True,False,False,,,False
GitPessoal,,True,False,False,,,False
GitHubTestCase,,True,False,False,,,False
Gitraffe,,True,False,False,,,False
GitHubcxd,"Wflong/mhzh,GitHubcxd/dotfiles",True,False,False,,,False
GitLorenzo,,True,False,False,,,False
GitDeepSea,,True,False,False,,,False
GitHubUse-R,GitHubUse-R/ExData_Plotting1,True,False,False,,,False
Gitcluon,,True,False,False,,,False
GitHubUser3827,,True,False,False,,,False
GitHubAakashTapdia,,True,False,False,,,False
GitHubDeveloperOfficial,"myetherexchange/myetherexchange.github.io,EtherTrader/bots,myetherexchange/backend-replacement,GitHubDeveloperOfficial/forkdelta.github.io,myetherexchange/nextgen-ui,EtherTrader/ethertrader.github.io,TestDelta/testdelta.github.io,testdelta/testdelta.github.io",True,False,False,,,False
Gitwiline,,True,False,False,,,False
GitMadsLH,GitMadsLH/my_repository,True,False,False,,,False
Githugged,"Githugged/api-management-developer-portal,Githugged/ex7_nodeJS_unitTesting_mocha_chai_istanbul,Githugged/node,Githugged/runc,Githugged/codeql,Githugged/osmosfeed,Githugged/closure-compiler,Githugged/Githugged,Githugged/securitylab,Githugged/Awesome-Hacking-Tools,Githugged/active-directory-aspnetcore-webapp-openidconnect-v2,Githugged/ens",True,False,False,,,False
GitsAssignment,"GitsAssignment/test,GitsAssignment/everything",True,False,False,,,False
GityShity,"GityShity/hackstart,kastner4/angularSse",True,False,False,,,False
Github-FJavier,Github-FJavier/sAINT,True,False,False,,,False
GitAtomzero,"GitAtomzero/test,GitAtomzero/repositorio-henry",True,False,False,,,False
Git-Verification,Git-Verification/master,True,False,False,,,False
Githubpages,Githubpages/Githubpages.github.io,True,False,False,,,False
GitHub-zhangxw,"GitHub-zhangxw/web,GitHub-zhangxw/web-share",True,False,False,,,False
Git-Ankitraj,"Git-Ankitraj/Python-tutorial,Git-Ankitraj/spicetify-ready,Git-Ankitraj/text-to-handwriting,Git-Ankitraj/cherry-blossom-theme,Git-Ankitraj/brainly-picture-environment,Git-Ankitraj/CallsMusic,Git-Ankitraj/blackeye-im,Git-Ankitraj/Telegram_VC_Bot",True,False,False,,,False
GitHubSifax,GitHubSifax/premier-repo,True,False,False,,,False
GitHub-Jatom,GitHub-Jatom/MyProject,True,False,False,,,False
Githubrdp00,,True,False,False,,,False
Git-Justice,,True,False,False,,,False
GitQiao01,,True,False,False,,,False
Github-Final-Project-Divyang,,True,False,False,,,False
GitMyGub,"GitMyGub/basics.react,GitMyGub/learn.javascript-tasks,GitMyGub/iglesia,GitMyGub/mytest",True,False,False,,,False
Githubmywl,,True,False,False,,,False
Github-hack-ab,,True,False,False,,,False
GitSIF,,True,False,False,,,False
Github4543,"Github4543/BlueJ.DreamHouseDrawing,Github4543/BlueJ.TooLargeTooSmall,Github4543/LogginLab,Github4543/BlueJ.NaiveTicket",True,False,False,,,False
GitCodeCareer,,True,False,False,,,False
Git-Yogurt,"Git-Yogurt/TravelPlan,Git-Yogurt/WeatherApplication,Git-Yogurt/Git-Yogurt.github.io,Git-Yogurt/Android5.0-Development-code,Git-Yogurt/LifeQuery,Git-Yogurt/AndroidProjects,Git-Yogurt/AllDemoProgrames",True,False,False,,,False
Git-User-Cherry,Git-User-Cherry/demo,True,False,False,,,False
GitGotGroup,,True,False,False,,,False
Giteko,,True,False,False,,,False
Gitgutic,"Gitgutic/helloWorld,Gitgutic/pfm-project,AkashSR10/pfm-project",True,False,False,,,False
GitHubKleVeR,,True,False,False,,,False
GithubMBS,,True,False,False,,,False
GitstorageDemo,,True,False,False,,,False
Gitbook-Unofficial,,True,False,False,,,False
GitMadridista,"GitMadridista/TechBlog,GitMadridista/java,GitMadridista/fastexcel",True,False,False,,,False
Git-Aviral,"Git-Aviral/vue-movie-db,Git-Aviral/CV,Git-Aviral/SimonChallenge,Git-Aviral/Hacktober2021,Git-Aviral/hacktober2021-1,Git-Aviral/Binary-Tree-Class,Git-Aviral/Personal-Website,Git-Aviral/Maintain-a-sorted-linkedlist,Git-Aviral/operators,Git-Aviral/cv,Git-Aviral/SimonGame,Git-Aviral/HacktoberFest-2022,GitDeveloper007/Hacktober2021-1,Git-Aviral/SearchinLinkedList,Git-Aviral/newcv",True,False,False,,,False
Githubo0001,Githubo0001/miner,True,False,False,,,False
Github-marsper,Github-marsper/Github-marsper.github.io,True,False,False,,,False
GitHubConstellation2022,,True,False,False,,,False
GitO4Meqiquan,"GitO4Meqiquan/RspberryProject,GitO4Meqiquan/GitO4Meqiquan.github.io,GitO4Meqiquan/Hello-world,GitO4Meqiquan/graph_summarization",True,False,False,,,False
GitGure,,True,False,False,,,False
Giter-Productions,,True,False,False,,,False
