user,repos_collab,deleted,site_admin,hireable,email,company,github_star
Aishu139,"Aishu139/datasciencecoursera,Aishu139/Internet-and-Web-Programming-,Aishu139/PHP-pos-neg-0,Aishu139/Getting-and-cleaning-data-course-project,Aishu139/PHP_calculator,Aishu139/Calculator,Aishu139/Temperature-Converter,Aishu139/Currency-Converter,Aishu139/Frames,Aishu139/RepData_PeerAssessment1,Aishu139/IWP-LAB4-Q1,Aishu139/Game,Aishu139/Practical-ML-Prediction-Writeup,Aishu139/student_total-avg-,Aishu139/R-Markdown-and-Leaflet,Aishu139/Portfolio,Aishu139/Parking,Aishu139/ProgrammingAssignment2,Aishu139/Bus-ticket-booking,Aishu139/PHP_Bill,Aishu139/ExData_Plotting1",True,False,False,,,False
AishaSharif,"AishaSharif/Yolomy-Clothing,AishaSharif/wildcats,AishaSharif/Github-Search,AishaSharif/fictional-academy,AishaSharif/portfolio,AishaSharif/Moringa-Core-Assg-1,kevinwairi/thriftStore,AishaSharif/Anita-s-kitchen,AishaSharif/goals-app,AishaSharif/image-search,AishaSharif/Moringa-Core-Assg-2,AishaSharif/Blog,AishaSharif/laravel-store,AishaSharif/Pitch-Blog,AishaSharif/Genetic-Algorithm,AishaSharif/Delani-Studios,AishaSharif/Quotes,AishaSharif/vue-image-search,AishaSharif/gatsby-blog,AishaSharif/Electronics-E-commerce-App,AishaSharif/graphql-server",True,False,False,,,False
AisoPlee,"AisoPlee/Semesterarbeit-web,AisoPlee/Semesterarbeit-Modbus,AisoPlee/DFlux,AisoPlee/JDXJL,AisoPlee/DZip,AisoPlee/Solarprojekt,AisoPlee/DSSLogger,AisoPlee/JSDDBL,AisoPlee/NSDXJL",True,False,False,,,False
AisukoWasTaken,"Tekaido/uerp,AisukoWasTaken/agora-project,AisukoWasTaken/dolibarr,Valcoop/Shifts,AisukoWasTaken/Cortex-Analyzers,AisukoWasTaken/immobilier,AisukoWasTaken/OpenOsteo,AisukoWasTaken/circles,AisukoWasTaken/PatrowlEngines",True,False,False,,,False
Aishwarya0303,Aishwarya0303/Jsonwebtoken,True,False,False,,,False
AishwaryaJangale,"AishwaryaJangale/mslearn-tailspin-spacegame-web-deploy,AishwaryaJangale/javawebappsample,AishwaryaJangale/mslearn-tailspin-spacegame-web",True,False,False,,,False
Aisera,,True,False,False,,,False
Aishu2202,"Aishu2202/IBM-Project-41265-1660640788,Aishu2202/assignment1",True,False,False,,,False
AisharyaRoy,AisharyaRoy/Double-Linked-List,True,False,False,,,False
Aissa-benyahya,"Aissa-benyahya/MClient-server,Aissa-benyahya/coding,Aissa-benyahya/myLisp,Aissa-benyahya/Client-server-in-c",True,False,False,,,False
Aislend,,True,False,False,,,False
AiswaryaBalu-5506,"AiswaryaBalu-5506/learning-React-redux,AiswaryaBalu-5506/Microservices,AiswaryaBalu-5506/Diabetic_Retinopathy,AiswaryaBalu-5506/AngularApp,AiswaryaBalu-5506/Assignment_1,AiswaryaBalu-5506/Learn-React-1",True,False,False,,,False
AisoRed,AisoRed/Talks,True,False,False,,,False
Aisyx13,"Aisyx13/savage,ShadowicTeam/mcpp,SkyVoxel/server,Aisyx13/A-Client,Aisyx13/priv_arch_install,Aisyx13/pacm,Aisyx13/MgLib,Sashavoshenko2018/mcpp",True,False,False,,,False
AishwaryaNagtilak12345678,"AishwaryaNagtilak12345678/ecommerce,AishwaryaNagtilak12345678/html-css,AishwaryaNagtilak12345678/git,AishwaryaNagtilak12345678/CRUD_Complete,AishwaryaNagtilak12345678/NewRepo",True,False,False,,,False
Aishwraya94,"Aishwraya94/FirrstGITHUB,Aishwraya94/BDA594-Aishwarya",True,False,False,,,False
AishwaryaZen,"zendesk/rollbar-log4j,AishwaryaZen/alpha-blog",True,False,False,,,False
Aishwaryakmp,"Aishwaryakmp/PythonStudentManagement,Aishwaryakmp/dataStructures,Aishwaryakmp/TODO",True,False,False,,,False
Aisthanestha,"Aisthanestha/python,Aisthanestha/Powershell-Scripts,Aisthanestha/dvwa_installer,Aisthanestha/Scripts-for-labs,Aisthanestha/scripts,Aisthanestha/nmap,Aisthanestha/config,Aisthanestha/dotfiles,Aisthanestha/minecraft,Aisthanestha/CIS468,Aisthanestha/rainbows,Aisthanestha/installgentoo,Aisthanestha/cloud-spanner-samples",True,False,False,,,False
Aissalouche,Aissalouche/templatePsdN-2,True,False,False,,,False
Aistina,"Aistina/phpta,Aistina/blogger-to-tumblr,Aistina/unitycache-osx-installer-maker",True,False,False,,,False
Aissatou-Diagne,"Aissatou-Diagne/test-technique-front,Aissatou-Diagne/test-technique-back",True,False,False,,,False
AisakaYue,AisakaYue/AttackDetection,True,False,False,,,False
AissonBreno,"AissonBreno/RepositorioTest,AissonBreno/Trybe-exercicios",True,False,False,,,False
AisenUofW,AisenUofW/helloWorld,True,False,False,,,False
Aissa-Ghedbane,"Aissa-Ghedbane/Portfolio-project,Aissa-Ghedbane/Card-Effects-Responsive,Aissa-Ghedbane/loader-page,Aissa-Ghedbane/mon-CV,Aissa-Ghedbane/Netflix-Home_clone,Aissa-Ghedbane/Aissa-Ghedbane,Aissa-Ghedbane/Portfolio_PROJECT,Aissa-Ghedbane/training,Aissa-Ghedbane/Portfolio.github.io,Aissa-Ghedbane/indicateur-de-scroll-,Aissa-Ghedbane/projetTest,Aissa-Ghedbane/Acceuil-sur1page,Aissa-Ghedbane/Button-CSS-Glassmorphism",True,False,False,,,False
AissaDeveloper,,True,False,False,,,False
Aistuki,,True,False,False,,,False
AishaLubadika,"hangalo/fenixiure,hangalo/fenixschool",True,False,False,,,False
AisensPiotr,,True,False,False,,,False
Aishiru,Aishiru/gestionvisites,True,False,False,,,False
Aisett89,"acc-cosc-1337-fall-2021/acc-cosc-1337-fall-2021-Aisett89,Aisett89/Workspace,acc-cosc-1337-fall-2021/acc-fall-2021-final-Aisett89",True,False,False,,,False
Aishwarya-inmakes,,True,False,False,,,False
Aishwarya-Muneshwar,,True,False,False,,,False
Aisakalol,"Aisakalol/demos,Aisakalol/javaimprove,Aisakalol/hello-world",True,False,False,,,False
AislamEldesoky,"AislamEldesoky/BakingApp,AislamEldesoky/quotes,AislamEldesoky/BLeElevator-,AislamEldesoky/Capstone-Project,AislamEldesoky/JokesApp,AislamEldesoky/ThreadExample,AislamEldesoky/InstaMemories,AislamEldesoky/xyzReaderApp,AislamEldesoky/Marvel_Comics,AislamEldesoky/JakeWhartonRepos,AislamEldesoky/se-assignment",True,False,False,,,False
Aisen4079,,True,False,False,,,False
AisultanKuandykov,"AisultanKuandykov/MyOOP_assignment_5_company,rakhadkz/EndtermProject,AisultanKuandykov/MyOOPassignment5_company,AisultanKuandykov/Assigment_4,AisultanKuandykov/Assigment_5",True,False,False,,,False
Aishu16,"Aishu16/DjangoProject,Aishu16/Practice_Commands,Aishu16/InnovationPython_Aishwarya,Aishu16/Deep-Learning-Practice,Aishu16/Python_Practice,Aishu16/Data_Structures_Algorithms,Aishu16/Aishwarya_Portfolio,Aishu16/Machine-Learning-Practice",True,False,False,,,False
AisWallenstine,"AisWallenstine/Aki-World,AisWallenstine/Sticky-Notes",True,False,False,,,False
Aiswarya-Ramdas,Aiswarya-Ramdas/ProgrammingAssignment2,True,False,False,,,False
Aisik12,,True,False,False,,,False
Aisha-Khan-AK,"Aisha-Khan-AK/Recipe-Applcation,Aisha-Khan-AK/ijk-schooling-system,Aisha-Khan-AK/TestYourPersonality,Aisha-Khan-AK/CourseraFirstAssignment,Aisha-Khan-AK/Learning-Management-System,Aisha-Khan-AK/COVID-19-Tracker,Aisha-Khan-AK/Blood-Bank,Aisha-Khan-AK/ijk-education,Aisha-Khan-AK/Expensify",True,False,False,,,False
Aishwarya-9595,"Aishwarya-9595/Demo-repository,Aishwarya-9595/Hospital-Management-System-Using-C-,Aishwarya-9595/Inventory_System-GUI_based_Project,Aishwarya-9595/Super-Market-Billing-System-Using-C,Aishwarya-9595/Inventory-System---Java-CLI-Project-,Aishwarya-9595/60Days-DSA-Sheet-Challenge,Aishwarya-9595/NewsApp",True,False,False,,,False
Aisehk,"Aisehk/dotfiles,Aisehk/DynQRs",True,False,False,,,False
AiswaryaAravind,AiswaryaAravind/test,True,False,False,,,False
Aishaabhi,"Aishaabhi/Hello-world,Aishaabhi/Salary-prediction-model",True,False,False,,,False
Aishwarya-0606,"Aishwarya-0606/mAR,Aishwarya-0606/PSENet,Aishwarya-0606/DeepLearning,Aishwarya-0606/deep-text-recognition-benchmark",True,False,False,,,False
Aishwarya9535,,True,False,False,,,False
Aishwarya2718,"Aishwarya2718/Aishwarya-Raj-Sinha--A-personal-profile,Aishwarya2718/Aishwarya-Profile,Aishwarya2718/ARS,Aishwarya2718/ARS---My-Personal-Profile,Aishwarya2718/Aishwarya-Raj-Sinha--Profile",True,False,False,,,False
Aishwarya-Balivada,nasa-petal/bio-strategy-extractor,True,False,False,,,False
Aispor,"Aispor/Eyes,Aispor/Dugongs,chmda/bayes-project-1",True,False,False,,,False
Aistudyself,,True,False,False,,,False
Aisgin,"Aisgin/VueLearn,Aisgin/RFM,Aisgin/Android-Welcome",True,False,False,,,False
AishMantri,,True,False,False,,,False
Aishu12345678910,"Vincentxyz/ARP_Emotions,AnithShaji/GIS",True,False,False,,,False
AislingFae,"AislingFae/heroku_ebooks,AislingFae/faebot",True,False,False,,,False
Aishah-Zakariyah,Aishah-Zakariyah/zakariyah-aishaht-assignment-02,True,False,False,,,False
